Genus,Species,Subspecies,Family,Order ,Common_Name,Name_In_Tree,Sampled,DNA_In_Tree,Extinct_Extant,Status_Species,DAISIE_Status_Species,Remove_Species
Lepilemur,seali,None,Lepilemuridae,Primates,Seal's sportive lemur,Lepilemur_seali,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Lepilemur,septentrionalis,None,Lepilemuridae,Primates,Northern sahafary sportive lemur,Lepilemur_septentrionalis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Lepilemur,tymerlachsonorum,None,Lepilemuridae,Primates,Hawk's Nosy Be sportive lemur,Lepilemur_tymerlachsoni,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Lepilemur,wrightae,None,Lepilemuridae,Primates,Wright's sportive lemur,Lepilemur_wrightae,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Megaladapis,edwardsi,None,Megaladapidae,Primates,None,Megaladapis_edwardsi,TRUE,TRUE,Extinct,Endemic,Endemic,FALSE
Megaladapis,grandidieri,None,Megaladapidae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Megaladapis,madagascariensis,None,Megaladapidae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Mesopropithecus,dolichobrachion,None,Palaeopropithecidae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Mesopropithecus,globiceps,None,Palaeopropithecidae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Mesopropithecus,pithecoides,None,Palaeopropithecidae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Microcebus,arnholdi,None,Cheirogaleidae,Primates,Arnhold's mouse lemur,Microcebus_arnholdi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,berthae,None,Cheirogaleidae,Primates,Madame Berthe's mouse lemur,Microcebus_berthae,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,bongolavensis,None,Cheirogaleidae,Primates,Bongolava mouse lemur,Microcebus_bongolavensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,boraha,None,Cheirogaleidae,Primates,Boraha mouse lemur,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,danfossi,None,Cheirogaleidae,Primates,Danfoss' mouse lemur,Microcebus_danfossi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,ganzhorni,None,Cheirogaleidae,Primates,Ganzhorn's mouse lemur,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,gerpi,None,Cheirogaleidae,Primates,Gerp's mouse lemur,Microcebus_gerpi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,griseorufus,None,Cheirogaleidae,Primates,Gray-brown mouse lemur,Microcebus_griseorufus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,jollyae,None,Cheirogaleidae,Primates,Jolly's mouse lemur,Microcebus_jollyae,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,jonahi,None,Cheirogaleidae,Primates,Jonah's mouse lemur,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,lehilahytsara,None,Cheirogaleidae,Primates,Goodman's mouse lemur,Microcebus_lehilahytsara,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,macarthurii,None,Cheirogaleidae,Primates,MacArthur's mouse lemur,Microcebus_macarthurii,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,mamiratra,None,Cheirogaleidae,Primates,Claire's mouse lemur,Microcebus_mamiratra,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,manitatra,None,Cheirogaleidae,Primates,Bemanasy mouse lemur,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,margotmarshae,None,Cheirogaleidae,Primates,Margot Marsh's mouse lemur,Microcebus_margotmarshae,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Microcebus,marohita,None,Cheirogaleidae,Primates,Marohita mouse lemur,Microcebus_marohita,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,mittermeieri,None,Cheirogaleidae,Primates,Mittermeier's mouse lemur,Microcebus_mittermeieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,murinus,None,Hipposideridae,Primates,Gray mouse lemur,Microcebus_murinus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,myoxinus,None,Cheirogaleidae,Primates,Peters' mouse lemur,Microcebus_myoxinus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,ravelobensis,None,Cheirogaleidae,Primates,Golden-brown mouse lemur,Microcebus_ravelobensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,rufus,None,Cheirogaleidae,Primates,Rufous mouse lemur,Microcebus_rufus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,sambiranensis,None,Cheirogaleidae,Primates,Sambirano mouse lemur,Microcebus_sambiranensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,simmonsi,None,Cheirogaleidae,Primates,Simmons' mouse lemur,Microcebus_simmonsi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,tanosi,None,Cheirogaleidae,Primates,Anosi mouse lemur,Microcebus_tanosi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcebus,tavaratra,None,Cheirogaleidae,Primates,Northern rufous tavaratra mouse lemur,Microcebus_tavaratra,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mirza,coquereli,None,Cheirogaleidae,Primates,Coquerel's giant mouse lemur,Mirza_coquereli,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mirza,zaza,None,Cheirogaleidae,Primates,Northern giant mouse lemur,Mirza_zaza,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pachylemur,insignis,None,Lemuridae,Primates,Giant ruffed Lemur,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Pachylemur,jullyi,None,Lemuridae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Palaeopropithecus,ingens,None,Palaeopropithecidae,Primates,Large sloth lemur,Palaeopropithecus_ingens,TRUE,TRUE,Extinct,Endemic,Endemic,FALSE
Palaeopropithecus,kelyus,None,Palaeopropithecidae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Palaeopropithecus,maximus,None,Palaeopropithecidae,Primates,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Phaner,electromontis,None,Cheirogaleidae,Primates,Amber mountain fork-marked lemur,Phaner_electromontis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Phaner,furcifer,None,Cheirogaleidae,Primates,Masoala fork-marked lemur,Phaner_furcifer,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phaner,pallescens,None,Cheirogaleidae,Primates,Pale fork-marked lemur,Phaner_pallescens,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Phaner,parienti,None,Cheirogaleidae,Primates,Sambirano fork-marked lemur,Phaner_parienti,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Prolemur,simus,None,Lemuridae,Primates,Greater bamboo lemur,Prolemur_simus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Propithecus,candidus,None,Indriidae,Primates,Silky sifaka,Propithecus_candidus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Propithecus,coquereli,None,Indriidae,Primates,Coquerel's crowned sifaka,Propithecus_coquereli,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Propithecus,coronatus,None,Indriidae,Primates,Crowned sifaka,Propithecus_coronatus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Propithecus,deckenii,None,Indriidae,Primates,Van der Decken's sifaka,Propithecus_deckenii,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Propithecus,diadema,None,Indriidae,Primates,Diademed sifaka,Propithecus_diadema,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Propithecus,edwardsi,None,Indriidae,Primates,Milne-Edward's sifaka,Propithecus_edwardsi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Propithecus,perrieri,None,Indriidae,Primates,Perrier's sifaka,Propithecus_perrieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Propithecus,tattersalli,None,Indriidae,Primates,Tattersall's Golden-crowned sifaka,Propithecus_tattersalli,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Propithecus,verreauxi,None,Indriidae,Primates,Verreaux's sifaka,Propithecus_verreauxi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Varecia,rubra,None,Lemuridae,Primates,Red ruffed lemur,Varecia_rubra,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Varecia,variegata,"variegata, editorum, subcincta",Lemuridae,Primates,Black-and-White ruffed lemur,Varecia_variegata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Brachytarsomys,albicauda,None,Nesomyidae,Rodentia,White-tailed tree rat,Brachytarsomys_albicauda,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Brachytarsomys,mahajambaensis,None,Nesomyidae,Rodentia,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Brachytarsomys,villosa,None,Nesomyidae,Rodentia,Hairy-tailed tree rat,Brachytarsomys_villosa,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Brachyuromys,betsileoensis,None,Nesomyidae,Rodentia,Betsileo short-tailed rat,Brachyuromys_betsileoensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Brachyuromys,ramirohitra,None,Nesomyidae,Rodentia,Gregarious short-tailed rat,Brachyuromys_ramirohitra,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,antsingy,None,Nesomyidae,Rodentia,Tsingy tuft-tailed rat,Eliurus_antsingy,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,carletoni,None,Nesomyidae,Rodentia,Ankarana Special Reserve tufted-tailed rat,Eliurus_carletoni,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,danieli,None,Nesomyidae,Rodentia,Daniel's tuft-tailed rat,Eliurus_danieli,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Eliurus,ellermani,None,Nesomyidae,Rodentia,Ellerman's tuft-tailed rat,Eliurus_ellermani,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,grandidieri,None,Nesomyidae,Rodentia,Grandidier's tuft-tailed rat,Eliurus_grandidieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,majori,None,Nesomyidae,Rodentia,Major's tuft-tailed rat,Eliurus_majori,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,minor,None,Nesomyidae,Rodentia,Lesser tufted-tailed rat,Eliurus_minor,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,myoxinus,None,Nesomyidae,Rodentia,Western tuft-tailed rat,Eliurus_myoxinus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,penicillatus,None,Nesomyidae,Rodentia,White-tipped tuft-tailed rat,Eliurus_penicillatus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Eliurus,petteri,None,Nesomyidae,Rodentia,Petter's tuft-tailed rat,Eliurus_petteri,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Eliurus,tanala,None,Nesomyidae,Rodentia,Tanala tuft-tailed rat,Eliurus_tanala,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Eliurus,tsingimbato,None,Nesomyidae,Rodentia,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Eliurus,webbi,None,Nesomyidae,Rodentia,Webb's tuft-tailed rat,Eliurus_webbi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gymnuromys,roberti,None,Nesomyidae,Rodentia,Voalavoanala,Gymnuromys_roberti,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Hypogeomys,antimena,None,Nesomyidae,Rodentia,Malagasy giant jumping rat,Hypogeomys_antimena,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Hypogeomys,australis,None,Nesomyidae,Rodentia,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Macrotarsomys,bastardi,"bastardi, occidentalis",Nesomyidae,Rodentia,Western big-footed mouse,Macrotarsomys_bastardi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Macrotarsomys,ingens,None,Nesomyidae,Rodentia,Long-tailed big-footed mouse,Macrotarsomys_ingens,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Macrotarsomys,petteri,None,Nesomyidae,Rodentia,Petter's big-footed mouse,Macrotarsomys_petteri,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Monticolomys,koopmani,None,Nesomyidae,Rodentia,Malagasy mountain mouse,Monticolomys_koopmani,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Nesomys,audeberti,None,Nesomyidae,Rodentia,Lowland red forest rat,Nesomys_audeberti,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Nesomys,lambertoni,None,Nesomyidae,Rodentia,Western red forest rat,Nesomys_lambertoni,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Nesomys,narindaensis,None,Nesomyidae,Rodentia,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Nesomys,rufus,None,Nesomyidae,Rodentia,Eastern red forest rat,Nesomys_rufus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Voalavo,antsahabensis,None,Nesomyidae,Rodentia,Eastern voalavo,Voalavo_antsahabensis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Voalavo,gymnocaudus,None,Nesomyidae,Rodentia,Northern voalavo,Voalavo_gymnocaudus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
