Genus,Species,Subspecies,Family,Order,Common_Name,Name_In_Tree,Sampled,DNA_In_Tree,Extinct_Extant,Status_Species,DAISIE_Status_Species,Remove_Species
Gephyromantis,luteus,None,Mantellidae,Anura,None,Gephyromantis_luteus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,mafy,None,Mantellidae,Anura,None,Gephyromantis_mafy,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,malagasius,None,Mantellidae,Anura,None,Gephyromantis_malagasius,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,moseri,None,Mantellidae,Anura,None,Gephyromantis_moseri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,pedronoi,None,Mantellidae,Anura,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Gephyromantis,plicifer,None,Mantellidae,Anura,None,Gephyromantis_plicifer,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,pseudoasper,None,Mantellidae,Anura,None,Gephyromantis_pseudoasper,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,ranjomavo,None,Mantellidae,Anura,None,Gephyromantis_ranjomavo,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Gephyromantis,redimitus,None,Mantellidae,Anura,None,Gephyromantis_redimitus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,rivicola,None,Mantellidae,Anura,None,Gephyromantis_rivicola,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,runewsweeki,None,Mantellidae,Anura,None,Gephyromantis_runewsweeki,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,salegy,None,Mantellidae,Anura,Salegy forest frog,Gephyromantis_salegy,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,saturnini,None,Mantellidae,Anura,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Gephyromantis,schilfi,None,Mantellidae,Anura,None,Gephyromantis_schilfi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,sculpturatus,None,Mantellidae,Anura,None,Gephyromantis_sculpturatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,silvanus,None,Mantellidae,Anura,None,Gephyromantis_silvanus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,spiniferus,None,Mantellidae,Anura,None,Gephyromantis_spiniferus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Gephyromantis,striatus,None,Mantellidae,Anura,None,Gephyromantis_striatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,tahotra,None,Mantellidae,Anura,None,Gephyromantis_tahotra,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,tandroka,None,Mantellidae,Anura,None,Gephyromantis_tandroka,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,thelenae,None,Mantellidae,Anura,None,Gephyromantis_thelenae,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,tohatra,None,Mantellidae,Anura,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Gephyromantis,tschenki,None,Mantellidae,Anura,None,Gephyromantis_tschenki,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,ventrimaculatus,None,Mantellidae,Anura,None,Gephyromantis_ventrimaculatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,verrucosus,None,Mantellidae,Anura,None,Gephyromantis_verrucosus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
