Genus,Species,Subspecies,Family,Order,Common_Name,Our_Name,Name_In_Tree,Sampled,DNA_In_Tree,Extinct_Extant,Status_Species,DAISIE_Status_Species,Remove_Species
Madatyphlops,arenarius,None,Typhlopidae ,Squamata,Sand Worm Snake ,Madatyphlops_arenarius,Madatyphlops_arenarius,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Madatyphlops,boettgeri,None,Typhlopidae ,Squamata,Sand Worm Snake ,Madatyphlops_boettgeri,Madatyphlops_boettgeri,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Madatyphlops,decorsei,None,Typhlopidae ,Squamata,Mocquard's Worm Snake ,Madatyphlops_decorsei,Madatyphlops_decorsei,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Madatyphlops,domerguei,None,Typhlopidae ,Squamata,None,Madatyphlops_domerguei,Lemuriatyphlops_domerguei,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Madatyphlops,madagascariensis,None,Typhlopidae,Squamata,Madagascar Worm Snake ,Madatyphlops_madagascariensis,Madatyphlops_madagascariensis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Madatyphlops,microcephalus,None,Typhlopidae ,Squamata,None,Madatyphlops_microcephalus,Lemuriatyphlops_microcephalus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Madatyphlops,mucronatus,None,Typhlopidae ,Squamata,Boettger's Worm Snake ,Madatyphlops_mucronatus,Madatyphlops_mucronatus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Madatyphlops,ocularis,None,Typhlopidae ,Squamata,Parker's Worm Snake ,Madatyphlops_ocularis,Madatyphlops_ocularis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Madatyphlops,rajeryi,None,Typhlopidae ,Squamata,None,Madatyphlops_rajeryi,Madatyphlops_rajeryi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Madatyphlops,reuteri,None,Typhlopidae ,Squamata,Reuters Blind Snake ,Madatyphlops_reuteri,Lemuriatyphlops_reuteri,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Matoatoa,brevipes,None,Gekkonidae,Squamata,None,Matoatoa_brevipes,Matoatoa_brevipes,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Matoatoa,spannringi,None,Gekkonidae,Squamata,None,Matoatoa_spannringi,Matoatoa_spannringi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Micropisthodon,ochraceus,None,Pseudoxyrhophiidae,Squamata,None,Micropisthodon_ochraceus,Micropisthodon_ochraceus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mimophis,mahfalensis,"Mimophis mahfalensis mahfalensis, Mimophis mahfalensis madagascariensis",Psammophiidae,Squamata,None,Mimophis_mahfalensis,Mimophis_mahfalensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mimophis,occultus,None,Psammophiidae,Squamata,None,Mimophis_occultus,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Oplurus,cuvieri,"Oplurus cuvieri cuvieri, Oplurus cuvieri comorensis",Opluridae,Squamata,Cuvier's Madagascar Swift,Oplurus_cuvieri,Oplurus_cuvieri,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Oplurus,cyclurus,None,Opluridae,Squamata,Merrem's Madagascar Swift,Oplurus_cyclurus,Oplurus_cyclurus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Oplurus,fierinensis,None,Opluridae,Squamata,Anzamala Madagascar Swift,Oplurus_fierinensis,Oplurus_fierinensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Oplurus,grandidieri,None,Opluridae,Squamata,Grandidier's Madagascar Swift,Oplurus_grandidieri,Oplurus_grandidieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Oplurus,quadrimaculatus,None,Opluridae,Squamata,"Duméril's Madagascar Swift, Dumeril's Madagascar spiny-tailed iguana",Oplurus_quadrimaculatus,Oplurus_quadrimaculatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Oplurus,saxicola,None,Opluridae,Squamata,Marked Madagascar Swift,Oplurus_saxicola,Oplurus_saxicola,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Palleon,lolontany,None,Chamaeleonidae ,Squamata,None,Palleon_lolontany,Palleon_lolontany,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Palleon,nasus,"Palleon nasus nasus, Palleon nasus pauliani",Chamaeleonidae ,Squamata,Eiongate Leaf Chameleon ,Palleon_nasus,Palleon_nasus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,ampijoroensis,None,Scincidae,Squamata,None,Paracontias_ampijoroensis,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paracontias,brocchii,None,Scincidae,Squamata,Stone Skink ,Paracontias_brocchii,Paracontias_brocchii,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,fasika,None,Scincidae,Squamata,None,Paracontias_fasika,Paracontias_fasika,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Paracontias,hafa,None,Scincidae,Squamata,None,Paracontias_hafa,Paracontias_hafa,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Paracontias,hildebrandti,None,Scincidae,Squamata,Hildebrand's Skink ,Paracontias_hildebrandti,Paracontias_hildebrandti,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,holomelas,None,Scincidae,Squamata,Anzahamaru Skink ,Paracontias_holomelas,Paracontias_holomelas,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,kankana,None,Scincidae,Squamata,None,Paracontias_kankana,Paracontias_kankana,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,mahamavo,None,Scincidae,Squamata,None,Paracontias_mahamavo,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paracontias,manify,None,Scincidae,Squamata,None,Paracontias_manify,Paracontias_manify,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,milloti,None,Scincidae,Squamata,Nosy Mamoko Skink,Paracontias_milloti,Paracontias_milloti,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Paracontias,minimus,None,Scincidae,Squamata,None,Paracontias_minimus,Paracontias_minimus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,rothschildi,None,Scincidae,Squamata,Rothschild's Skink ,Paracontias_rothschildi,Paracontias_rothschildi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paracontias,tsararano,None,Scincidae,Squamata,None,Paracontias_tsararano,Paracontias_tsararano,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Paracontias,vermisaurus,None,Scincidae,Squamata,None,Paracontias_vermisaurus,Paracontias_vermisaurus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paragehyra,austini,None,Gekkonidae,Squamata,None,Paragehyra_austini,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paragehyra,felicitae,None,Gekkonidae,Squamata,None,Paragehyra_felicitae,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paragehyra,gabriellae,None,Gekkonidae,Squamata,None,Paragehyra_gabriellae,Paragehyra_gabriellae,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paragehyra,petiti,None,Gekkonidae,Squamata,Angel's Petite Gecko ,Paragehyra_petiti,Paragehyra_petiti,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pararhadinaea,melanogaster,"Pararhadinaea melanogaster marojejyensis, Pararhadinaea melanogaster melanogaster",Pseudoxyrhophiidae,Squamata,Madagascar Burrowing Snake ,Pararhadinaea_melanogaster,Pararhadinaea_melanogaster,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Parastenophis,betsileanus,None,Pseudoxyrhophiidae,Squamata,None,Parastenophis_betsileanus,Parastenophis_betsileanus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,androyensis,None,Gekkonidae,Squamata,Grandidier's Madagasoer Ground Gecko ,Paroedura_androyensis,Paroedura_androyensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,bastardi,None,Gekkonidae,Squamata,Mocquard's Madagascar Ground Geck,Paroedura_bastardi,Paroedura_bastardi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,fasciata,None,Gekkonidae,Squamata,None,Paroedura_fasciata,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,gracilis,None,Gekkonidae,Squamata,Graceful Madagascar Ground Gecko ,Paroedura_gracilis,Paroedura_gracilis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,guibeae,None,Gekkonidae,Squamata,Guibé’s Ground Gecko ,Paroedura_guibeae,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,homalorhina,None,Gekkonidae,Squamata,Northern Madagascar Ground Gecko ,Paroedura_homalorhina,Paroedura_homalorhina,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,hordiesi,None,Gekkonidae,Squamata,Hordies’ Ground Gecko ,Paroedura_hordiesi,Paroedura_hordiesi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,ibityensis,None,Gekkonidae,Squamata,Ibity Ground Gecko ,Paroedura_ibityensis,Paroedura_ibityensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,karstophila,None,Gekkonidae,Squamata,None,Paroedura_karstophila,Paroedura_karstophila,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,kloki,None,Gekkonidae,Squamata,None,Paroedura_kloki,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,lohatsara,None,Gekkonidae,Squamata,None,Paroedura_lohatsara,Paroedura_lohatsara,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,maingoka,None,Gekkonidae,Squamata,None,Paroedura_maingoka,Paroedura_maingoka,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,masobe,None,Gekkonidae,Squamata,None,Paroedura_masobe,Paroedura_masobe,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,neglecta,None,Gekkonidae,Squamata,None,Paroedura_neglecta,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,oviceps,None,Gekkonidae,Squamata,NosyBe Ground Gecko ,Paroedura_oviceps,Paroedura_oviceps,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,picta,None,Gekkonidae,Squamata,Madagaskar Großkopfgecko ,Paroedura_picta,Paroedura_picta,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,rennerae,None,Gekkonidae,Squamata,None,Paroedura_rennerae,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,spelaea,None,Gekkonidae,Squamata,None,Paroedura_spelaea,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,stumpffi,None,Gekkonidae,Squamata,None,Paroedura_stumpffi,Paroedura_stumpffi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,tanjaka,None,Gekkonidae,Squamata,None,Paroedura_tanjaka,Paroedura_tanjaka,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Paroedura,vahiny,None,Gekkonidae,Squamata,None,Paroedura_vahiny,Paroedura_vahiny,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Paroedura,vazimba,None,Gekkonidae,Squamata,None,Paroedura_vazimba,Paroedura_vazimba,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,abbotti,"Phelsuma abbotti abbotti, Phelsuma abbotti chekei, Phelsuma abbotti sumptio",Gekkonidae,Squamata,Aldabra Day Gecko,Phelsuma_abbotti,Phelsuma_abbotti,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Phelsuma,antanosy,None,Gekkonidae,Squamata,None,Phelsuma_antanosy,Phelsuma_antanosy,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,barbouri,None,Gekkonidae,Squamata,Barbour's Day Gecko ,Phelsuma_barbouri,Phelsuma_barbouri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,berghofi,None,Gekkonidae,Squamata,None,Phelsuma_berghofi,Phelsuma_berghofi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,borai,None,Gekkonidae,Squamata,None,Phelsuma_borai,Phelsuma_borai,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,breviceps,None,Gekkonidae,Squamata,Kurzkopf-Taggecko,Phelsuma_breviceps,Phelsuma_breviceps,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,cepediana,None,Gekkonidae,Squamata,Bluetail Day Gecko,Phelsuma_cepediana,Phelsuma_cepediana,TRUE,TRUE,Extant,Non-endemic,NA,TRUE
Phelsuma,dorsivittata,None,Gekkonidae,Squamata,Striped Day Gecko,Phelsuma_dorsivittata,Phelsuma_dorsivittata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,dubia,None,Gekkonidae,Squamata,Zanzibar Day Gecko ,Phelsuma_dubia,Phelsuma_dubia,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Phelsuma,flavigularis,None,Gekkonidae,Squamata,Yellow-throated Day Gecko,Phelsuma_flavigularis,Phelsuma_flavigularis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,gouldi,None,Gekkonidae,Squamata,None,Phelsuma_gouldi,Phelsuma_gouldi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,grandis,None,Gekkonidae,Squamata,Madagascar Day Gecko,Phelsuma_grandis,Phelsuma_grandis,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Phelsuma,guttata,None,Gekkonidae,Squamata,Speckled Day Gecko,Phelsuma_guttata,Phelsuma_guttata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,hielscheri,None,Gekkonidae,Squamata,None,Phelsuma_hielscheri,Phelsuma_hielscheri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,hoeschi,None,Gekkonidae,Squamata,None,Phelsuma_hoeschi,Phelsuma_hoeschi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,kely,None,Gekkonidae,Squamata,None,Phelsuma_kely,Phelsuma_kely,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,klemmeri,None,Gekkonidae,Squamata,None,Phelsuma_klemmeri,Phelsuma_klemmeri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,kochi,None,Gekkonidae,Squamata,Madagascar Day Gecko,Phelsuma_kochi,Phelsuma_kochi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,laticauda,"Phelsuma laticauda laticauda, Phelsuma laticauda angularis",Gekkonidae,Squamata,"Gold dust day gecko, Broad-tailed Day Gecko",Phelsuma_laticauda,Phelsuma_laticauda,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Phelsuma,lineata,"Phelsuma lineata lineata, Phelsuma lineata bombetokensis, Phelsuma lineata elanthana, Phelsuma lineata punctulata",Gekkonidae,Squamata,Striped Day Gecko,Phelsuma_lineata,Phelsuma_lineata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,madagascariensis,"Phelsuma madagascariensis boehmei, Phelsuma madagascariensis madagascariensis",Gekkonidae,Squamata,Madagascar Day Gecko,Phelsuma_madagascariensis,Phelsuma_madagascariensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,malamakibo,None,Gekkonidae,Squamata,None,Phelsuma_malamakibo,Phelsuma_malamakibo,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,masohoala,None,Gekkonidae,Squamata,None,Phelsuma_masohoala,Phelsuma_masohoala,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Phelsuma,modesta,"Phelsuma modesta modesta, Phelsuma modesta leiogaster",Gekkonidae,Squamata,Modest Day Gecko ,Phelsuma_modesta,Phelsuma_modesta,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,mutabilis,None,Gekkonidae,Squamata,Thicktail Day Gecko ,Phelsuma_mutabilis,Phelsuma_mutabilis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,parva,None,Gekkonidae,Squamata,None,Phelsuma_parva,Phelsuma_parva,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,pronki,None,Gekkonidae,Squamata,None,Phelsuma_pronki,Phelsuma_pronki,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,pusilla,"Phelsuma pusilla pusilla, Phelsuma pusilla hallmanni",Gekkonidae,Squamata,None,Phelsuma_pusilla,Phelsuma_pusilla,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,quadriocellata,"Phelsuma quadriocellata quadriocellata, Phelsuma quadriocellata bimaculata, Phelsuma quadriocellata lepida",Gekkonidae,Squamata,Peacock Day Gecko,Phelsuma_quadriocellata,Phelsuma_quadriocellata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,ravenala,None,Gekkonidae,Squamata,None,Phelsuma_ravenala,Phelsuma_ravenala,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,roesleri,None,Gekkonidae,Squamata,None,Phelsuma_roesleri,Phelsuma_roesleri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,seippi,None,Gekkonidae,Squamata,None,Phelsuma_seippi,Phelsuma_seippi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,serraticauda,None,Gekkonidae,Squamata,Serrated Day Gecko,Phelsuma_serraticauda,Phelsuma_serraticauda,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,standingi,None,Gekkonidae,Squamata,Standing's Day Gecko,Phelsuma_standingi,Phelsuma_standingi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phelsuma,vanheygeni,None,Gekkonidae,Squamata,None,Phelsuma_vanheygeni,Phelsuma_vanheygeni,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phisalixella,arctifasciata,None,Pseudoxyrhophiidae,Squamata,None,Phisalixella_arctifasciata,Phisalixella_arctifasciata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phisalixella,tulearensis,None,Pseudoxyrhophiidae,Squamata,None,Phisalixella_tulearensis,Phisalixella_tulearensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Phisalixella,variabilis,None,Pseudoxyrhophiidae,Squamata,None,Phisalixella_variabilis,Phisalixella_variabilis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pseudoacontias,angelorum,None,Scincidae,Squamata,None,Pseudoacontias_angelorum,Pseudoacontias_angelorum,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoacontias,madagascariensis,None,Scincidae,Squamata,Giant Madagascar Skink ,Pseudoacontias_madagascariensis,Pseudoacontias_madagascariensis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoacontias,menamainty,None,Scincidae,Squamata,None,Pseudoacontias_menamainty,Pseudoacontias_menamainty,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pseudoacontias,unicolor,None,Scincidae,Squamata,None,Pseudoacontias_unicolor,Pseudoacontias_unicolor,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,ambreensis,None,Pseudoxyrhophiidae,Squamata,Ambre Brook Snake ,Pseudoxyrhopus_ambreensis,Pseudoxyrhopus_ambreensis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,analabe,None,Pseudoxyrhophiidae,Squamata,None,Pseudoxyrhopus_analabe,Pseudoxyrhopus_analabe,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,ankafinaensis,None,Pseudoxyrhophiidae,Squamata,None,Pseudoxyrhopus_ankafinaensis,Pseudoxyrhopus_ankafinaensis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,heterurus,None,Pseudoxyrhophiidae,Squamata,Night Brook Snake ,Pseudoxyrhopus_heterurus,Pseudoxyrhopus_heterurus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,imerinae,None,Pseudoxyrhophiidae,Squamata,Plateau Brook Snake ,Pseudoxyrhopus_imerinae,Pseudoxyrhopus_imerinae,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,kely,None,Pseudoxyrhophiidae,Squamata,None,Pseudoxyrhopus_kely,Pseudoxyrhopus_kely,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,microps,None,Pseudoxyrhophiidae,Squamata,Brown Brook Snake ,Pseudoxyrhopus_microps,Pseudoxyrhopus_microps,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,oblectator,None,Pseudoxyrhophiidae,Squamata,None,Pseudoxyrhopus_oblectator,Pseudoxyrhopus_oblectator,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,quinquelineatus,None,Pseudoxyrhophiidae,Squamata,Striped Brook Snake ,Pseudoxyrhopus_quinquelineatus,Pseudoxyrhopus_quinquelineatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,sokosoko,None,Pseudoxyrhophiidae,Squamata,None,Pseudoxyrhopus_sokosoko,Pseudoxyrhopus_sokosoko,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pseudoxyrhopus,tritaeniatus,None,Pseudoxyrhophiidae,Squamata,None,Pseudoxyrhopus_tritaeniatus,Pseudoxyrhopus_tritaeniatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pygomeles,braconnieri,None,Scincidae,Squamata,Braconnier's Short Skink ,Pygomeles_braconnieri,Pygomeles_braconnieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pygomeles,petteri,None,Scincidae,Squamata,Petter's Short Skink ,Pygomeles_petteri,Pygomeles_petteri,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pygomeles,trivittatus,"Pygomeles trivittatus trilineatus, Pygomeles trivittatus trivittatus",Scincidae,Squamata,None,Pygomeles_trivittatus,Androngo_trivittatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Sanzinia,madagascariensis,None,Boidae ,Squamata,Madagascar Tree Boa,Sanzinia_madagascariensis,Sanzinia_madagascariensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Sanzinia,volontany,None,Boidae ,Squamata,"Nosy Komba Tree Boa, Nosy Komba boa",Sanzinia_volontany,Sanzinia_volontany,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Thamnosophis,epistibes,None,Pseudoxyrhophiidae,Squamata,None,Thamnosophis_epistibes,Thamnosophis_epistibes,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Thamnosophis,infrasignatus,None,Pseudoxyrhophiidae,Squamata,None,Thamnosophis_infrasignatus,Thamnosophis_infrasignatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Thamnosophis,lateralis,None,Pseudoxyrhophiidae,Squamata,Lateral Water Snake ,Thamnosophis_lateralis,Thamnosophis_lateralis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Thamnosophis,martae,None,Pseudoxyrhophiidae,Squamata,None,Thamnosophis_martae,Thamnosophis_martae,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Thamnosophis,mavotenda,None,Pseudoxyrhophiidae,Squamata,None,Thamnosophis_mavotenda,Thamnosophis_mavotenda,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Thamnosophis,stumpffi,None,Pseudoxyrhophiidae,Squamata,Yellow-striped Water Snake,Thamnosophis_stumpffi,Thamnosophis_stumpffi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Tracheloptychus,madagascariensis,None,Gerrhosauridae ,Squamata,Madagascar Keeled Cordylid,Tracheloptychus_madagascariensis,Tracheloptychus_madagascariensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Tracheloptychus,petersi,None,Gerrhosauridae ,Squamata,Peters' Keeled Cordylid ,Tracheloptychus_petersi,Tracheloptychus_petersi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,aureopunctata,None,Scincidae,Squamata,Gold-spotted Mabuya ,Trachylepis_aureopunctata,Trachylepis_aureopunctata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,betsileana,None,Scincidae,Squamata,Betsileo Mabuya,Trachylepis_betsileana,Trachylepis_betsileana,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Trachylepis,boettgeri,None,Scincidae,Squamata,Boettger'sMabuya ,Trachylepis_boettgeri,Trachylepis_boettgeri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,comorensis,None,Scincidae,Squamata,None,Trachylepis_comorensis,Trachylepis_comorensis,TRUE,TRUE,Extant,Non-endemic,NA,TRUE
Trachylepis,dumasi,None,Scincidae,Squamata,None,Trachylepis_dumasi,Trachylepis_dumasi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,elegans,"Trachylepis elegans elegans, Trachylepis elegans delphinensis",Scincidae,Squamata,Elegant Mabuya ,Trachylepis_elegans,Trachylepis_elegans,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,gravenhorstii,None,Scincidae,Squamata,Gravenhorst's Mabuya ,Trachylepis_gravenhorstii,Trachylepis_gravenhorstii,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,lavarambo,None,Scincidae,Squamata,None,Trachylepis_lavarambo,Trachylepis_lavarambo,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Trachylepis,madagascariensis,None,Scincidae,Squamata,Malagasy Mabuya ,Trachylepis_madagascariensis,Trachylepis_madagascariensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,nancycoutuae,None,Scincidae,Squamata,None,Trachylepis_nancycoutuae,Trachylepis_nancycoutuae,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,tandrefana,None,Scincidae,Squamata,None,Trachylepis_tandrefana,Trachylepis_tandrefana,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,tavaratra,None,Scincidae,Squamata,None,Trachylepis_tavaratra,Trachylepis_tavaratra,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,vato,None,Scincidae,Squamata,Boulder Mabuya ,Trachylepis_vato,Trachylepis_vato,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,vezo,None,Scincidae,Squamata,None,Trachylepis_vezo,Trachylepis_vezo,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Trachylepis,volamenaloha,None,Scincidae,Squamata,None,Trachylepis_volamenaloha,Trachylepis_volamenaloha,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Uroplatus,alluaudi,None,Gekkonidae,Squamata,"Northern Flat-tail Gecko, northern leaf-tail gecko ",Uroplatus_alluaudi,Uroplatus_alluaudi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,ebenaui,None,Gekkonidae,Squamata,"Nosy Be FIat-tail Gecko, spearpoint leaf-tail gecko ",Uroplatus_ebenaui,Uroplatus_ebenaui,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,fangorn,None,Gekkonidae,Squamata,None,Uroplatus_fangorn,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Uroplatus,fetsy,None,Gekkonidae,Squamata,None,Uroplatus_fetsy,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
