Genus,Species,Subspecies,Family,Order,Common_Name,Our_Name,Name_In_Tree,Sampled,DNA_In_Tree,Extinct_Extant,Status_Species,DAISIE_Status_Species,Remove_Species
Uroplatus,fiera,None,Gekkonidae,Squamata,None,Uroplatus_fiera,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Uroplatus,fimbriatus,None,Gekkonidae,Squamata,Common Flat-tail Gecko,Uroplatus_fimbriatus,Uroplatus_fimbriatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,finaritra,None,Gekkonidae,Squamata,None,Uroplatus_finaritra,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Uroplatus,finiavana,None,Gekkonidae,Squamata,None,Uroplatus_finiavana,Uroplatus_finiavana,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,fivehy,None,Gekkonidae,Squamata,None,Uroplatus_fivehy,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Uroplatus,fotsivava,None,Gekkonidae,Squamata,None,Uroplatus_fotsivava,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Uroplatus,giganteus,None,Gekkonidae,Squamata,giant leaf-tail gecko,Uroplatus_giganteus,Uroplatus_giganteus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,guentheri,None,Gekkonidae,Squamata,Gunther's FIat-tail Gecko,Uroplatus_guentheri,Uroplatus_guentheri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,henkeli,None,Gekkonidae,Squamata,"Henkel’s Flat-tail gecko, Henkel’s leaf-tailed gecko, frilled leaf-tail gecko ",Uroplatus_henkeli,Uroplatus_henkeli,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,kelirambo,None,Gekkonidae,Squamata,None,Uroplatus_kelirambo,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Uroplatus,lineatus,None,Gekkonidae,Squamata,Lined Flat-tail Gecko ,Uroplatus_lineatus,Uroplatus_lineatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,malahelo,None,Gekkonidae,Squamata,None,Uroplatus_malahelo,Uroplatus_malahelo,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,malama,None,Gekkonidae,Squamata,None,Uroplatus_malama,Uroplatus_malama,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,phantasticus,None,Gekkonidae,Squamata,None,Uroplatus_phantasticus,Uroplatus_phantasticus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,pietschmanni,None,Gekkonidae,Squamata,"Spiny Leaf-tailed Gecko, cork-bark leaf-tail gecko",Uroplatus_pietschmanni,Uroplatus_pietschmanni,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,sameiti,None,Gekkonidae,Squamata,None,Uroplatus_sameiti,Uroplatus_sameiti,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Uroplatus,sikorae,None,Gekkonidae,Squamata,None,Uroplatus_sikorae,Uroplatus_sikorae,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Voeltzkowia,mira,None,Scincidae,Squamata,None,Voeltzkowia_mira,Voeltzkowia_mira,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Voeltzkowia,mobydick,None,Scincidae,Squamata,None,Voeltzkowia_mobydick,Sirenoscincus_mobydick,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Voeltzkowia,yamagishii,None,Scincidae,Squamata,None,Voeltzkowia_yamagishii,Sirenoscincus_yamagishii,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Xenotyphlops,grandidieri,None,Xenotyphlopidae,Squamata,None,Xenotyphlops_grandidieri,Xenotyphlops_grandidieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,aeneus,None,Gerrhosauridae,Squamata,Bronze Girdled Lizard,Zonosaurus_aeneus,Zonosaurus_aeneus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,anelanelany,None,Gerrhosauridae ,Squamata,None,Zonosaurus_anelanelany,Zonosaurus_anelanelany,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,bemaraha,None,Gerrhosauridae ,Squamata,None,Zonosaurus_bemaraha,Zonosaurus_bemaraha,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,boettgeri,None,Gerrhosauridae ,Squamata,Boettger's Girdled Lizard ,Zonosaurus_boettgeri,Zonosaurus_boettgeri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,brygooi,None,Gerrhosauridae,Squamata,Brygoo's Girdled Lizard ,Zonosaurus_brygooi,Zonosaurus_brygooi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,haraldmeieri,None,Gerrhosauridae ,Squamata,Grüne Madagaskar-Ringel-Schildechse ,Zonosaurus_haraldmeieri,Zonosaurus_haraldmeieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,karsteni,None,Gerrhosauridae,Squamata,Karsten's Girdled Lizard ,Zonosaurus_karsteni,Zonosaurus_karsteni,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,laticaudatus,None,Gerrhosauridae ,Squamata,western Girdled Lizard,Zonosaurus_laticaudatus,Zonosaurus_laticaudatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,madagascariensis,"Zonosaurus madagascariensis madagascariensis, Zonosaurus madagascariensis insulanus",Gerrhosauridae,Squamata,Madagascar Girdled Lizard,Zonosaurus_madagascariensis,Zonosaurus_madagascariensis,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Zonosaurus,maramaintso,None,Gerrhosauridae ,Squamata,None,Zonosaurus_maramaintso,Zonosaurus_maramaintso,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Zonosaurus,maximus,None,Gerrhosauridae ,Squamata,Southeastern Girdled Lizard ,Zonosaurus_maximus,Zonosaurus_maximus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,ornatus,None,Gerrhosauridae,Squamata,Ornate Girdled Lizard ,Zonosaurus_ornatus,Zonosaurus_ornatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,quadrilineatus,None,Gerrhosauridae,Squamata,Four-lined Girdled Lizard ,Zonosaurus_quadrilineatus,Zonosaurus_quadrilineatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,rufipes,None,Gerrhosauridae,Squamata,Red-legged Girdled Lizard ,Zonosaurus_rufipes,Zonosaurus_rufipes,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,subunicolor,None,Gerrhosauridae ,Squamata,None,Zonosaurus_subunicolor,Zonosaurus_subunicolor,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,trilineatus,None,Gerrhosauridae ,Squamata,Three-lined Girdled Lizard ,Zonosaurus_trilineatus,Zonosaurus_trilineatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Zonosaurus,tsingy,None,Gerrhosauridae ,Squamata,None,Zonosaurus_tsingy,Zonosaurus_tsingy,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
