Genus;Species;Subspecies;Family;Order;Common_Name;Our_Name;Name_In_Tree;Sampled;DNA_In_Tree;Extinct_Extant;Status_Species;DAISIE_Species_Status;Remove_Species
Guibemantis ;milingilingy;NA;Mantellidae;Anura;None;Guibemantis_milingilingy;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Guibemantis ;pulcher;NA;Mantellidae;Anura;None;Guibemantis_pulcher;Guibemantis_pulcher;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Guibemantis ;punctatus;NA;Mantellidae;Anura;None;Guibemantis_punctatus;Guibemantis_punctatus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Guibemantis ;tasifotsy;NA;Mantellidae;Anura;White-flanked Malagasy Tree Frog;Guibemantis_tasifotsy;Guibemantis_tasifotsy;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Guibemantis ;timidus;NA;Mantellidae;Anura;None;Guibemantis_timidus;Guibemantis_timidus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Guibemantis ;tornieri;NA;Mantellidae;Anura;None;Guibemantis_tornieri;Guibemantis_tornieri;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Guibemantis ;wattersoni;NA;Mantellidae;Anura;Watterson’s tree frog;Guibemantis_wattersoni;Guibemantis_wattersoni;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Guibemantis ;woosteri;NA;Mantellidae;Anura;Wooster’s Malagasy Pandanus Frog;Guibemantis_woosteri;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mantella ;aurantiaca;NA;Mantellidae;Anura;Golden Mantella;Mantella_aurantiaca;Mantella_aurantiaca;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;baroni;NA;Mantellidae;Anura;None;Mantella_baroni;Mantella_baroni;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;bernhardi;NA;Mantellidae;Anura;None;Mantella_bernhardi;Mantella_bernhardi;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;betsileo;NA;Mantellidae;Anura;None;Mantella_betsileo;Mantella_betsileo;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;cowanii;NA;Mantellidae;Anura;Harlequin Mantella;Mantella_cowanii;Mantella_cowanii;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;crocea;NA;Mantellidae;Anura;None;Mantella_crocea;Mantella_crocea;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;ebenaui;NA;Mantellidae;Anura;None;Mantella_ebenaui;Mantella_ebenaui;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;expectata;NA;Mantellidae;Anura;Blue-legged mantella;Mantella_expectata;Mantella_expectata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;haraldmeieri;NA;Mantellidae;Anura;None;Mantella_haraldmeieri;Mantella_haraldmeieri;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;laevigata;NA;Mantellidae;Anura;Malagasy Climbing Mantella;Mantella_laevigata;Mantella_laevigata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;madagascariensis;NA;Mantellidae;Anura;None;Mantella_madagascariensis;Mantella_madagascariensis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;manery;NA;Mantellidae;Anura;None;Mantella_manery;Mantella_manery;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;milotympanum;NA;Mantellidae;Anura;None;Mantella_milotympanum;Mantella_milotympanum;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;nigricans;NA;Mantellidae;Anura;None;Mantella_nigricans;Mantella_nigricans;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;pulchra;NA;Mantellidae;Anura;None;Mantella_pulchra;Mantella_pulchra;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantella ;viridis;NA;Mantellidae;Anura;None;Mantella_viridis;Mantella_viridis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;aerumnalis;NA;Mantellidae;Anura;None;Mantidactylus_aerumnalis;Mantidactylus_aerumnalis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;albofrenatus;NA;Mantellidae;Anura;None;Mantidactylus_albofrenatus;Mantidactylus_albofrenatus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;alutus;NA;Mantellidae;Anura;None;Mantidactylus_alutus;Mantidactylus_alutus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;ambohimitombi;NA;Mantellidae;Anura;None;Mantidactylus_ambohimitombi;Mantidactylus_ambohimitombi;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;ambony;NA;Mantellidae;Anura;None;Mantidactylus_ambony;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;ambreensis;NA;Mantellidae;Anura;None;Mantidactylus_ambreensis;Mantidactylus_ambreensis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;argenteus;NA;Mantellidae;Anura;None;Mantidactylus_argenteus;Mantidactylus_argenteus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;atsimo;NA;Mantellidae;Anura;None;Mantidactylus_atsimo;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;bellyi;NA;Mantellidae;Anura;None;Mantidactylus_bellyi;Mantidactylus_bellyi;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;betsileanus;NA;Mantellidae;Anura;None;Mantidactylus_betsileanus;Mantidactylus_betsileanus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;biporus;NA;Mantellidae;Anura;None;Mantidactylus_biporus;Mantidactylus_biporus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;bourgati;NA;Mantellidae;Anura;None;Mantidactylus_bourgati;Mantidactylus_bourgati;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;brevipalmatus;NA;Mantellidae;Anura;None;Mantidactylus_brevipalmatus;Mantidactylus_brevipalmatus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;charlotteae;NA;Mantellidae;Anura;None;Mantidactylus_charlotteae;Mantidactylus_charlotteae;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;cowanii;NA;Mantellidae;Anura;None;Mantidactylus_cowanii;Mantidactylus_cowanii;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;curtus;NA;Mantellidae;Anura;None;Mantidactylus_curtus;Mantidactylus_curtus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;delormei;NA;Mantellidae;Anura;None;Mantidactylus_delormei;Mantidactylus_delormei;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;femoralis;NA;Mantellidae;Anura;None;Mantidactylus_femoralis;Mantidactylus_femoralis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;grandidieri;NA;Mantellidae;Anura;None;Mantidactylus_grandidieri;Mantidactylus_grandidieri;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;guttulatus;NA;Mantellidae;Anura;None;Mantidactylus_guttulatus;Mantidactylus_guttulatus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;lugubris;NA;Mantellidae;Anura;None;Mantidactylus_lugubris;Mantidactylus_lugubris;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;madecassus;NA;Mantellidae;Anura;None;Mantidactylus_madecassus;Mantidactylus_madecassus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;majori;NA;Mantellidae;Anura;None;Mantidactylus_majori;Mantidactylus_majori;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;melanopleura;NA;Mantellidae;Anura;None;Mantidactylus_melanopleura;Mantidactylus_melanopleura;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;mocquardi;NA;Mantellidae;Anura;None;Mantidactylus_mocquardi;Mantidactylus_mocquardi;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;noralottae;NA;Mantellidae;Anura;None;Mantidactylus_noralottae;Mantidactylus_noralottae;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;opiparis;NA;Mantellidae;Anura;None;Mantidactylus_opiparis;Mantidactylus_opiparis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;paidroa;NA;Mantellidae;Anura;None;Mantidactylus_paidroa;Mantidactylus_paidroa;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;pauliani;NA;Mantellidae;Anura;None;Mantidactylus_pauliani;Mantidactylus_pauliani;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;petakorona;NA;Mantellidae;Anura;None;Mantidactylus_petakorona;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;radaka;NA;Mantellidae;Anura;None;Mantidactylus_radaka;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;schulzi;NA;Mantellidae;Anura;None;Mantidactylus_schulzi;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;tricinctus;NA;Mantellidae;Anura;None;Mantidactylus_tricinctus;Mantidactylus_tricinctus;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;ulcerosus;NA;Mantellidae;Anura;None;Mantidactylus_ulcerosus;Mantidactylus_ulcerosus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;zipperi;NA;Mantellidae;Anura;None;Mantidactylus_zipperi;Mantidactylus_zipperi;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Mantidactylus ;zolitschka;NA;Mantellidae;Anura;None;Mantidactylus_zolitschka;Mantidactylus_zolitschka;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;aglavei;NA;Mantellidae;Anura;None;Spinomantis_aglavei;Spinomantis_aglavei;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;beckei;NA;Mantellidae;Anura;None;Spinomantis_beckei;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Spinomantis ;bertini;NA;Mantellidae;Anura;None;Spinomantis_bertini;Spinomantis_bertini;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;brunae;NA;Mantellidae;Anura;Bruna's Madagascan stream frog;Spinomantis_brunae;Spinomantis_brunae;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Spinomantis ;elegans;NA;Mantellidae;Anura;None;Spinomantis_elegans;Spinomantis_elegans;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;fimbriatus;NA;Mantellidae;Anura;None;Spinomantis_fimbriatus;Spinomantis_fimbriatus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;guibei;NA;Mantellidae;Anura;None;Spinomantis_guibei;Spinomantis_guibei;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;massi;NA;Mantellidae;Anura;None;Spinomantis_massi;Spinomantis_massi;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Spinomantis ;microtis;NA;Mantellidae;Anura;None;Spinomantis_microtis;Spinomantis_microtis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;mirus;NA;Mantellidae;Anura;None;Spinomantis_mirus;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Spinomantis ;nussbaumi;NA;Mantellidae;Anura;None;Spinomantis_nussbaumi;Spinomantis_nussbaumi;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Spinomantis ;peraccae;NA;Mantellidae;Anura;None;Spinomantis_peraccae;Spinomantis_peraccae;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;phantasticus;NA;Mantellidae;Anura;None;Spinomantis_phantasticus;Spinomantis_phantasticus;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Spinomantis ;tavaratra;NA;Mantellidae;Anura;None;Spinomantis_tavaratra;Spinomantis_tavaratra;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Tsingymantis ;antitra;NA;Mantellidae;Anura;None;Tsingymantis_antitra;Tsingymantis_antitra;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Wakea ;madinika;NA;Mantellidae;Anura;None;Wakea_madinika;Wakea_madinika;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anilany ;helenae;NA;Microhylidae;Anura;None;Anilany_helenae;Stumpffia_helenae;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;boulengerii;NA;Microhylidae;Anura;None;Anodonthyla_boulengerii;Anodonthyla_boulengerii;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;emilei;NA;Microhylidae;Anura;None;Anodonthyla_emilei;Anodonthyla_emilei;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;eximia;NA;Microhylidae;Anura;None;Anodonthyla_eximia;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;hutchisoni;NA;Microhylidae;Anura;None;Anodonthyla_hutchisoni;Anodonthyla_hutchisoni;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;jeanbai;NA;Microhylidae;Anura;None;Anodonthyla_jeanbai;Anodonthyla_jeanbai;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;montana;NA;Microhylidae;Anura;None;Anodonthyla_montana;Anodonthyla_montana;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;moramora;NA;Microhylidae;Anura;None;Anodonthyla_moramora;Anodonthyla_moramora;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;nigrigularis;NA;Microhylidae;Anura;None;Anodonthyla_nigrigularis;Anodonthyla_nigrigularis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;pollicaris;NA;Microhylidae;Anura;None;Anodonthyla_pollicaris;Anodonthyla_pollicaris;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;rouxae;NA;Microhylidae;Anura;None;Anodonthyla_rouxae;Anodonthyla_rouxae;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;theoi;NA;Microhylidae;Anura;None;Anodonthyla_theoi;Anodonthyla_theoi;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Anodonthyla ;vallani;NA;Microhylidae;Anura;None;Anodonthyla_vallani;Anodonthyla_vallani;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Cophyla ;berara;NA;Microhylidae;Anura;None;Cophyla_berara;Cophyla_berara;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Cophyla ;fortuna;NA;Microhylidae;Anura;Lucky Cophyla;Cophyla_fortuna;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Cophyla ;maharipeo;NA;Microhylidae;Anura;None;Cophyla_maharipeo;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Cophyla ;noromalalae;NA;Microhylidae;Anura;None;Cophyla_noromalalae;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Cophyla ;occultans;NA;Microhylidae;Anura;None;Cophyla_occultans;Cophyla_occultans;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Cophyla ;phyllodactyla;NA;Microhylidae;Anura;None;Cophyla_phyllodactyla;Cophyla_phyllodactyla;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Cophyla ;puellarum;NA;Microhylidae;Anura;None;Cophyla_puellarum;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Madecassophryne ;truebae;NA;Microhylidae;Anura;None;Madecassophryne_truebae;Madecassophryne_truebae;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Mini ;ature;NA;Microhylidae;Anura;None;Mini_ature;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mini ;mum;NA;Microhylidae;Anura;None;Mini_mum;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Mini ;scule;NA;Microhylidae;Anura;None;Mini_scule;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;alticola;NA;Microhylidae;Anura;None;Platypelis_alticola;Platypelis alticola;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;ando;NA;Microhylidae;Anura;None;Platypelis_ando;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;barbouri;NA;Microhylidae;Anura;None;Platypelis_barbouri;Platypelis_barbouri;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;cowanii;NA;Microhylidae;Anura;Betsileo Giant Treefrog;Platypelis_cowanii;Platypelis_cowanii;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;grandis;NA;Microhylidae;Anura;None;Platypelis_grandis;Platypelis_grandis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;karenae;NA;Microhylidae;Anura;None;Platypelis_karenae;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;laetus;NA;Microhylidae;Anura;None;Platypelis_laetus;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;mavomavo;NA;Microhylidae;Anura;Yellowish Tree Cophyline Frog (English);Platypelis_mavomavo;Platypelis_mavomavo;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;milloti;NA;Microhylidae;Anura;None;Platypelis_milloti;Platypelis_milloti;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;olgae;NA;Microhylidae;Anura;None;Platypelis_olgae;Platypelis_olgae;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;pollicaris;NA;Microhylidae;Anura;None;Platypelis_pollicaris;Platypelis_pollicaris;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;ranjomena;NA;Microhylidae;Anura;None;Platypelis_ranjomena;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;ravus;NA;Microhylidae;Anura;None;Platypelis_ravus;Platypelis_ravus;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Platypelis ;tetra;NA;Microhylidae;Anura;Four-spotted tree cophyline frog (English);Platypelis_tetra;Platypelis_tetra;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;tsaratananaensis;NA;Microhylidae;Anura;None;Platypelis_tsaratananaensis;Platypelis_tsaratananaensis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Platypelis ;tuberifera;NA;Microhylidae;Anura;None;Platypelis_tuberifera;Platypelis_tuberifera;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;alluaudi;NA;Microhylidae;Anura;None;Plethodontohyla_alluaudi;Rhombophryne_alluaudi;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla;angulifera;NA;Microhylidae;Anura;Werner's Digging Frog;Plethodontohyla_angulifera;Plethodontohyla_angulifera;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;bipunctata;NA;Microhylidae;Anura;None;Plethodontohyla_bipunctata;Plethodontohyla_bipunctata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;brevipes;NA;Microhylidae;Anura;None;Plethodontohyla_brevipes;Plethodontohyla_brevipes;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;fonetana;NA;Microhylidae;Anura;None;Plethodontohyla_fonetana;Plethodontohyla_fonetana;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;guentheri;NA;Microhylidae;Anura;None;Plethodontohyla_guentheri;Plethodontohyla_guentheri;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;inguinalis;NA;Microhylidae;Anura;None;Plethodontohyla_inguinalis;Plethodontohyla_inguinalis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;laevis;NA;Microhylidae;Anura;None;Plethodontohyla_laevis;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;mihanika;NA;Microhylidae;Anura;None;Plethodontohyla_mihanika;Plethodontohyla_mihanika;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;notosticta;NA;Microhylidae;Anura;Mahanoro Digging Frog;Plethodontohyla_notosticta;Plethodontohyla_notosticta;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;ocellata;NA;Microhylidae;Anura;None;Plethodontohyla_ocellata;Plethodontohyla_ocellata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Plethodontohyla ;tuberata;NA;Microhylidae;Anura;None;Plethodontohyla_tuberata;Plethodontohyla_tuberata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;botabota;NA;Microhylidae;Anura;Chubby diamond frog;Rhombophryne_botabota;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;coronata;NA;Microhylidae;Anura;None;Rhombophryne_coronata;Rhombophryne_coronata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;coudreaui;NA;Microhylidae;Anura;None;Rhombophryne_coudreaui;Rhombophryne_coudreaui;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;diadema;NA;Microhylidae;Anura;Diadem saw-browed frog;Rhombophryne_diadema;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;ellae;NA;Microhylidae;Anura;None;Rhombophryne_ellae;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;guentherpetersi;NA;Microhylidae;Anura;None;Rhombophryne_guentherpetersi;Rhombophryne_guentherpetersi;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;laevipes;NA;Microhylidae;Anura;None;Rhombophryne_laevipes;Rhombophryne_laevipes;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;longicrus;NA;Microhylidae;Anura;None;Rhombophryne_longicrus;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;mangabensis;NA;Microhylidae;Anura;None;Rhombophryne_mangabensis;Rhombophryne_mangabensis;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;matavy;NA;Microhylidae;Anura;None;Rhombophryne_matavy;Rhombophryne_matavy;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;minuta;NA;Microhylidae;Anura;None;Rhombophryne_minuta;Rhombophryne_minuta;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;nilevina;NA;Microhylidae;Anura;Buried Diamond Frog;Rhombophryne_nilevina;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;ornata;NA;Microhylidae;Anura;None;Rhombophryne_ornata;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;proportionalis;NA;Microhylidae;Anura;None;Rhombophryne_proportionalis;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;regalis;NA;Microhylidae;Anura;Regal saw-browed diamond frog;Rhombophryne_regalis;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;savaka;NA;Microhylidae;Anura;Savaka diamond frog;Rhombophryne_savaka;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;serratopalpebrosa;NA;Microhylidae;Anura;None;Rhombophryne_serratopalpebrosa;Rhombophryne_serratopalpebrosa;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;tany;NA;Microhylidae;Anura;None;Rhombophryne_tany;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;testudo;NA;Microhylidae;Anura;None;Rhombophryne_testudo;Rhombophryne_testudo;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Rhombophryne ;vaventy;NA;Microhylidae;Anura;None;Rhombophryne_vaventy;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;achillei;NA;Microhylidae;Anura;None;Stumpffia_achillei;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;analamaina;NA;Microhylidae;Anura;None;Stumpffia_analamaina;Stumpffia_analamaina;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;analanjirofo;NA;Microhylidae;Anura;None;Stumpffia_analanjirofo;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;angeluci;NA;Microhylidae;Anura;None;Stumpffia_angeluci;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;be;NA;Microhylidae;Anura;None;Stumpffia_be;Stumpffia_be;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;betampona;NA;Microhylidae;Anura;None;Stumpffia_betampona;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;contumelia;NA;Microhylidae;Anura;None;Stumpffia_contumelia;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;davidattenboroughi;NA;Microhylidae;Anura;None;Stumpffia_davidattenboroughi;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;diutissima;NA;Microhylidae;Anura;None;Stumpffia_diutissima;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;dolchi;NA;Microhylidae;Anura;None;Stumpffia_dolchi;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;edmondsi;NA;Microhylidae;Anura;None;Stumpffia_edmondsi;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;froschaueri;NA;Microhylidae;Anura;None;Stumpffia_froschaueri;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;fusca;NA;Microhylidae;Anura;None;Stumpffia_fusca;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;garraffoi;NA;Microhylidae;Anura;None;Stumpffia_garraffoi;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;gimmeli;NA;Microhylidae;Anura;None;Stumpffia_gimmeli;Stumpffia_gimmeli;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;grandis;NA;Microhylidae;Anura;None;Stumpffia_grandis;Stumpffia_grandis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;hara;NA;Microhylidae;Anura;None;Stumpffia_hara;Stumpffia_hara;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;huwei;NA;Microhylidae;Anura;None;Stumpffia_huwei;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;iharana;NA;Microhylidae;Anura;None;Stumpffia_iharana;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;jeannoeli;NA;Microhylidae;Anura;None;Stumpffia_jeannoeli;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;kibomena;NA;Microhylidae;Anura;None;Stumpffia_kibomena;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;larinki;NA;Microhylidae;Anura;None;Stumpffia_larinki;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;madagascariensis;NA;Microhylidae;Anura;None;Stumpffia_madagascariensis;Stumpffia_madagascariensis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
