Name,Data,Genes
Centrolene durrellorum,1,3
Centrolene fernandoi,1,1
Centrolene geckoideum,1,7
Centrolene gemmatum,0,0
Centrolene guanacarum,0,0
Centrolene heloderma,1,3
Centrolene hesperium,1,8
Centrolene huilense,1,2
Centrolene hybrida,1,8
Centrolene lemniscatum,0,0
Centrolene lynchi,1,3
Centrolene medemi,0,0
Centrolene muelleri,1,7
Centrolene notostictum,1,7
Centrolene paezorum,0,0
Centrolene peristictum,1,8
Centrolene petrophilum,0,0
Centrolene pipilatum,1,8
Centrolene quindianum,0,0
Centrolene robledoi,0,0
Centrolene sabini,1,2
Centrolene sanchezi,0,0
Centrolene savagei,1,8
Centrolene scirtetes,0,0
Centrolene solitaria,0,0
Centrolene venezuelense,1,8
Chimerella mariaelenae,1,8
Cochranella ametarsia,0,0
Cochranella balionota,0,0
Cochranella croceopodes,0,0
Cochranella duidaeana,0,0
Cochranella euhystrix,0,0
Cochranella euknemos,1,7
Cochranella geijskesi,0,0
Cochranella granulosa,1,8
Cochranella litoralis,1,8
Cochranella mache,1,8
Cochranella megista,0,0
Cochranella nola,1,8
Cochranella ocellifera,0,0
Cochranella phryxa,0,0
Cochranella ramirezi,0,0
Cochranella resplendens,1,3
Cochranella ritae,0,0
Cochranella riveroi,0,0
Cochranella xanthocheridia,0,0
Espadarana andina,1,8
Espadarana callistomma,1,8
Espadarana prosoblepon,1,12
Ikakogi tayrona,1,8
Nymphargus anomalus,1,3
Nymphargus armatus,0,0
Nymphargus bejaranoi,1,13
Nymphargus buenaventura,0,0
Nymphargus cariticommatus,0,0
Nymphargus chami,0,0
Nymphargus chancas,1,3
Nymphargus cochranae,1,8
Nymphargus cristinae,0,0
Nymphargus garciae,0,0
Nymphargus grandisonae,1,12
Nymphargus griffithsi,1,8
Nymphargus ignotus,0,0
Nymphargus lasgralarias,1,3
Nymphargus laurae,0,0
Nymphargus luminosus,0,0
Nymphargus luteopunctatus,0,0
Nymphargus mariae,0,0
Nymphargus megacheirus,1,8
Nymphargus mixomaculatus,1,8
Nymphargus nephelophila,0,0
Nymphargus ocellatus,1,8
Nymphargus oreonympha,0,0
Nymphargus phenax,0,0
Nymphargus pluvialis,1,8
Nymphargus posadae,1,5
Nymphargus prasinus,0,0
Nymphargus puyoensis,1,4
Nymphargus rosada,1,8
Nymphargus ruizi,0,0
Nymphargus siren,1,8
Nymphargus spilotus,0,0
Nymphargus sucre,0,0
Nymphargus truebae,0,0
Nymphargus vicenteruedai,1,3
Nymphargus wileyi,1,8
Rulyrana adiazeta,1,8
Rulyrana erminea,0,0
Rulyrana flavopunctata,1,8
Rulyrana mcdiarmidi,0,0
Rulyrana saxiscandens,1,2
Rulyrana spiculata,1,8
Rulyrana susatamai,1,8
Rulyrana tangarana,1,1
Sachatamia albomaculata,1,8
Sachatamia ilex,1,8
Sachatamia orejuela,1,3
Sachatamia punctulata,1,8
Teratohyla adenocheira,1,7
Teratohyla amelie,1,3
Teratohyla midas,1,5
Teratohyla pulverata,1,8
Teratohyla spinosa,1,8
Vitreorana antisthenesi,1,8
Vitreorana castroviejoi,1,8
Vitreorana eurygnatha,1,4
Vitreorana gorzulae,1,8
Vitreorana helenae,1,8
Vitreorana oyampiensis,1,8
Vitreorana parvula,0,0
Vitreorana uranoscopa,1,4
Celsiella revocata,1,8
Celsiella vozmedianoi,1,7
Hyalinobatrachium aureoguttatum,1,8
Hyalinobatrachium bergeri,1,8
Hyalinobatrachium cappellei,1,3
Hyalinobatrachium carlesvilai,1,4
Hyalinobatrachium chirripoi,1,8
Hyalinobatrachium colymbiphyllum,1,8
Hyalinobatrachium duranti,1,8
Hyalinobatrachium esmeralda,0,0
Hyalinobatrachium fleischmanni,1,11
Hyalinobatrachium fragile,1,8
Hyalinobatrachium guairarepanense,0,0
Hyalinobatrachium iaspidiense,1,7
Hyalinobatrachium ibama,1,8
Hyalinobatrachium kawense,1,6
Hyalinobatrachium lemur,0,0
Hyalinobatrachium mesai,0,0
Hyalinobatrachium mondolfii,1,8
Hyalinobatrachium munozorum,1,4
Hyalinobatrachium orientale,1,8
Hyalinobatrachium orocostale,1,8
Hyalinobatrachium pallidum,1,7
Hyalinobatrachium pellucidum,1,4
Hyalinobatrachium petersi,0,0
Hyalinobatrachium ruedai,0,0
Hyalinobatrachium talamancae,1,8
Hyalinobatrachium tatayoi,1,8
Hyalinobatrachium taylori,1,8
Hyalinobatrachium tricolor,1,6
Hyalinobatrachium valerioi,1,8
Hyalinobatrachium vireovittatum,0,0
Batrachylodes elegans,0,0
Batrachylodes gigas,0,0
Batrachylodes mediodiscus,0,0
Batrachylodes minutus,0,0
Batrachylodes montanus,0,0
Batrachylodes trossulus,0,0
Batrachylodes vertebralis,1,5
Batrachylodes wolfi,0,0
Ceratobatrachus guentheri,1,10
Discodeles bufoniformis,0,0
Discodeles guppyi,1,6
Discodeles malukuna,0,0
Discodeles opisthodon,0,0
Discodeles vogti,0,0
Ingerana baluensis,1,7
Ingerana sariba,0,0
Palmatorappia solomonis,0,0
Platymantis acrochordus,0,0
Platymantis aculeodactylus,0,0
Platymantis adiastolus,0,0
Platymantis admiraltiensis,0,0
Platymantis akarithymus,0,0
Platymantis banahao,0,0
Platymantis batantae,0,0
Platymantis bayani,0,0
Platymantis biak,0,0
Platymantis bimaculatus,1,1
Platymantis boulengeri,0,0
Platymantis browni,0,0
Platymantis bufonulus,0,0
Platymantis caesiops,0,0
Platymantis cagayanensis,0,0
Platymantis cheesmanae,0,0
Platymantis citrinospilus,0,0
Platymantis cornutus,0,0
Platymantis corrugatus,1,1
Platymantis cryptotis,1,1
Platymantis desticans,0,0
Platymantis diesmosi,0,0
Platymantis dorsalis,1,5
Platymantis gilliardi,0,0
Platymantis guentheri,0,0
Platymantis guppyi,0,0
Platymantis hazelae,1,8
Platymantis indeprensus,0,0
Platymantis ingeri,0,0
Platymantis insulatus,0,0
Platymantis isarog,0,0
Platymantis latro,0,0
Platymantis lawtoni,0,0
Platymantis levigatus,0,0
Platymantis luzonensis,0,0
Platymantis macrops,0,0
Platymantis macrosceles,0,0
Platymantis magnus,0,0
Platymantis mamusiorum,0,0
Platymantis manus,0,0
Platymantis mimicus,0,0
Platymantis mimulus,1,1
Platymantis montanus,1,5
Platymantis myersi,0,0
Platymantis nakanaiorum,0,0
Platymantis naomii,1,5
Platymantis neckeri,0,0
Platymantis negrosensis,0,0
Platymantis nexipus,0,0
Platymantis paengi,0,0
Platymantis panayensis,0,0
Platymantis papuensis,1,5
Platymantis parilis,0,0
Platymantis parkeri,0,0
Platymantis pelewensis,1,5
Platymantis polillensis,0,0
Platymantis pseudodorsalis,0,0
Platymantis punctatus,1,1
Platymantis pygmaeus,0,0
Platymantis rabori,0,0
Platymantis rhipiphalcus,0,0
Platymantis schmidti,0,0
Platymantis sierramadrensis,0,0
Platymantis solomonis,0,0
Platymantis spelaeus,0,0
Platymantis subterrestris,0,0
Platymantis sulcatus,0,0
Platymantis taylori,0,0
Platymantis vitianus,0,0
Platymantis vitiensis,1,1
Platymantis weberi,1,5
Platymantis wuenscheorum,1,1
Ceratophrys aurita,0,0
Ceratophrys calcarata,0,0
Ceratophrys cornuta,1,11
Ceratophrys cranwelli,1,4
Ceratophrys joazeirensis,0,0
Ceratophrys ornata,1,11
Ceratophrys stolzmanni,0,0
Ceratophrys testudo,0,0
Chacophrys pierottii,1,2
Lepidobatrachus asper,0,0
Lepidobatrachus laevis,1,11
Lepidobatrachus llanensis,0,0
Ceuthomantis aracamuni,0,0
Ceuthomantis cavernibardus,0,0
Ceuthomantis duellmani,0,0
Ceuthomantis smaragdinus,1,13
Conraua alleni,1,6
Conraua beccarii,0,0
Conraua crassipes,1,8
Conraua derooi,0,0
Conraua goliath,1,8
Conraua robusta,1,9
Craugastor adamastus,0,0
Craugastor alfredi,1,3
Craugastor amniscola,0,0
Craugastor anciano,0,0
Craugastor andi,1,3
Craugastor angelicus,1,2
Craugastor aphanus,0,0
Craugastor augusti,1,8
Craugastor aurilegulus,0,0
Craugastor azueroensis,0,0
Craugastor batrachylus,0,0
Craugastor berkenbuschii,0,0
Craugastor bocourti,1,3
Craugastor bransfordii,1,3
Craugastor brocchi,0,0
Craugastor campbelli,0,0
Craugastor catalinae,0,0
Craugastor chac,1,1
Craugastor charadra,0,0
Craugastor chingopetaca,0,0
Craugastor chrysozetetes,0,0
Craugastor coffeus,0,0
Craugastor crassidigitus,1,4
Craugastor cruzi,0,0
Craugastor cuaquero,1,1
Craugastor cyanochthebius,0,0
Craugastor daryi,1,5
Craugastor decoratus,0,0
Craugastor emcelae,1,2
Craugastor emleni,0,0
Craugastor epochthidius,0,0
Craugastor escoces,0,0
Craugastor evanesco,1,1
Craugastor fecundus,0,0
Craugastor fitzingeri,1,5
Craugastor fleischmanni,1,1
Craugastor galacticorhinus,0,0
Craugastor glaucus,0,0
Craugastor gollmeri,1,2
Craugastor greggi,0,0
Craugastor guerreroensis,0,0
Craugastor gulosus,0,0
Craugastor hobartsmithi,0,0
Craugastor inachus,0,0
Craugastor jota,0,0
Craugastor laevissimus,0,0
Craugastor laticeps,1,3
Craugastor lauraster,1,1
Craugastor lineatus,1,3
Craugastor loki,1,3
Craugastor longirostris,1,6
Craugastor matudai,0,0
Craugastor megacephalus,1,4
Craugastor megalotympanum,0,0
Craugastor melanostictus,1,2
Craugastor merendonensis,0,0
Craugastor mexicanus,1,3
Craugastor milesi,0,0
Craugastor mimus,1,1
Craugastor monnichorum,0,0
Craugastor montanus,0,0
Craugastor myllomyllon,0,0
Craugastor nefrens,0,0
Craugastor noblei,1,2
Craugastor obesus,1,2
Craugastor occidentalis,0,0
Craugastor olanchano,0,0
Craugastor omiltemanus,0,0
Craugastor omoaensis,0,0
Craugastor opimus,0,0
Craugastor palenque,0,0
Craugastor pechorum,0,0
Craugastor pelorus,0,0
Craugastor persimilis,1,1
Craugastor phasma,0,0
Craugastor podiciferus,1,9
Craugastor polymniae,0,0
Craugastor polyptychus,1,1
Craugastor pozo,0,0
Craugastor psephosypharus,0,0
Craugastor punctariolus,1,4
Craugastor pygmaeus,1,5
Craugastor raniformis,1,2
Craugastor ranoides,1,7
Craugastor rayo,0,0
Craugastor rhodopis,1,7
Craugastor rhyacobatrachus,0,0
Craugastor rivulus,0,0
Craugastor rostralis,0,0
Craugastor rugosus,0,0
Craugastor rugulosus,1,2
Craugastor rupinius,1,2
Craugastor sabrinus,0,0
Craugastor saltator,1,1
Craugastor saltuarius,0,0
Craugastor sandersoni,1,2
Craugastor silvicola,0,0
Craugastor spatulatus,1,4
Craugastor stadelmani,0,0
Craugastor stejnegerianus,1,3
Craugastor stuarti,1,2
Craugastor tabasarae,1,2
Craugastor talamancae,1,2
Craugastor tarahumaraensis,1,2
Craugastor taurus,0,0
Craugastor taylori,0,0
Craugastor trachydermus,1,1
Craugastor underwoodi,1,3
Craugastor uno,1,4
Craugastor vocalis,0,0
Craugastor vulcani,0,0
Craugastor xucanebi,0,0
Craugastor yucatanensis,0,0
Haddadus aramunha,1,5
Haddadus binotatus,1,12
Haddadus plicifer,0,0
Cycloramphus acangatan,1,5
Cycloramphus asper,0,0
Cycloramphus bandeirensis,1,3
Cycloramphus bolitoglossus,0,0
Cycloramphus boraceiensis,1,8
Cycloramphus brasiliensis,0,0
Cycloramphus carvalhoi,0,0
Cycloramphus catarinensis,0,0
Cycloramphus cedrensis,0,0
Cycloramphus diringshofeni,0,0
Cycloramphus dubius,0,0
Cycloramphus duseni,0,0
Cycloramphus eleutherodactylus,1,3
Cycloramphus faustoi,0,0
Cycloramphus fuliginosus,1,2
Cycloramphus granulosus,0,0
Cycloramphus izecksohni,0,0
Cycloramphus juimirim,0,0
Cycloramphus lithomimeticus,0,0
Cycloramphus lutzorum,0,0
Cycloramphus migueli,0,0
Cycloramphus mirandaribeiroi,0,0
Cycloramphus ohausi,0,0
Cycloramphus organensis,1,3
Cycloramphus rhyakonastes,0,0
Cycloramphus semipalmatus,0,0
Cycloramphus stejnegeri,0,0
Cycloramphus valae,0,0
Thoropa lutzi,0,0
Thoropa megatympanum,0,0
Thoropa miliaris,1,8
Thoropa petropolitana,0,0
Thoropa saxatilis,0,0
Thoropa taophora,1,8
Zachaenus carvalhoi,0,0
Zachaenus parvulus,1,2
Zachaenus roseus,0,0
Adelphobates castaneoticus,1,6
Adelphobates galactonotus,1,11
Adelphobates quinquevittatus,1,7
Allobates alessandroi,0,0
Allobates algorei,1,7
Allobates amissibilis,0,0
Allobates bromelicola,0,0
Allobates brunneus,1,7
Allobates caeruleodactylus,1,7
Allobates caribe,0,0
Allobates cepedai,0,0
Allobates chalcopis,1,4
Allobates conspicuus,1,7
Allobates crombiei,1,1
Allobates femoralis,1,13
Allobates flaviventris,0,0
Allobates fratisenescus,0,0
Allobates fuscellus,0,0
Allobates gasconi,1,3
Allobates goianus,0,0
Allobates granti,1,3
Allobates grillisimilis,1,1
Allobates hodli,1,2
Allobates humilis,1,1
Allobates ignotus,0,0
Allobates insperatus,1,9
Allobates juanii,1,11
Allobates kingsburyi,1,9
Allobates mandelorum,0,0
Allobates marchesianus,1,3
Allobates masniger,1,1
Allobates mcdiarmidi,0,0
Allobates melanolaemus,0,0
Allobates myersi,0,0
Allobates nidicola,1,7
Allobates niputidea,0,0
Allobates olfersioides,0,0
Allobates ornatus,1,2
Allobates paleovarzensis,1,1
Allobates peruvianus,1,2
Allobates picachos,0,0
Allobates pittieri,1,1
Allobates sanmartini,0,0
Allobates subfolionidificans,1,1
Allobates sumtuosus,1,1
Allobates talamancae,1,13
Allobates trilineatus,1,9
Allobates undulatus,1,7
Allobates vanzolinius,0,0
Allobates wayuu,0,0
Allobates zaparo,1,13
Ameerega altamazonica,1,3
Ameerega andina,0,0
Ameerega bassleri,1,3
Ameerega berohoka,0,0
Ameerega bilinguis,1,12
Ameerega boliviana,0,0
Ameerega braccata,1,8
Ameerega cainarachi,1,3
Ameerega erythromos,0,0
Ameerega flavopicta,1,8
Ameerega hahneli,1,12
Ameerega ignipedis,1,3
Ameerega ingeri,0,0
Ameerega labialis,0,0
Ameerega macero,1,6
Ameerega maculata,0,0
Ameerega parvula,1,9
Ameerega pepperi,1,3
Ameerega peruviridis,0,0
Ameerega petersi,1,8
Ameerega picta,1,4
Ameerega planipaleae,0,0
Ameerega pongoensis,1,3
Ameerega pulchripecta,1,8
Ameerega rubriventris,1,3
Ameerega silverstonei,1,7
Ameerega simulans,1,3
Ameerega smaragdina,1,3
Ameerega trivittata,1,13
Ameerega yoshina,1,3
Ameerega yungicola,0,0
Andinobates abditus,0,0
Andinobates altobueyensis,0,0
Andinobates bombetes,1,7
Andinobates cassidyhornae,1,2
Andinobates claudiae,1,11
Andinobates daleswansoni,0,0
Andinobates dorisswansonae,1,2
Andinobates fulguritus,1,8
Andinobates minutus,1,7
Andinobates opisthomelas,1,2
Andinobates tolimensis,1,2
Andinobates viridis,0,0
Andinobates virolinensis,1,7
Anomaloglossus astralogaster,0,0
Anomaloglossus atopoglossus,0,0
Anomaloglossus ayarzaguenai,0,0
Anomaloglossus baeobatrachus,1,8
Anomaloglossus beebei,1,9
Anomaloglossus breweri,0,0
Anomaloglossus confusus,0,0
Anomaloglossus degranvillei,1,8
Anomaloglossus guanayensis,0,0
Anomaloglossus isthminus,0,0
Anomaloglossus kaiei,1,4
Anomaloglossus lacrimosus,0,0
Anomaloglossus leopardus,0,0
Anomaloglossus moffetti,0,0
Anomaloglossus murisipanensis,0,0
Anomaloglossus parimae,0,0
Anomaloglossus parkerae,0,0
Anomaloglossus praderioi,1,7
Anomaloglossus roraima,1,8
Anomaloglossus rufulus,1,1
Anomaloglossus shrevei,0,0
Anomaloglossus stepheni,1,8
Anomaloglossus surinamensis,0,0
Anomaloglossus tamacuarensis,0,0
Anomaloglossus tepuyensis,1,8
Anomaloglossus triunfo,0,0
Anomaloglossus verbeeksnyderorum,1,6
Anomaloglossus wothuja,1,2
Aromobates alboguttatus,0,0
Aromobates cannatellai,1,4
Aromobates capurinensis,0,0
Aromobates duranti,0,0
Aromobates ericksonae,1,4
Aromobates haydeeae,0,0
Aromobates inflexus,0,0
Aromobates leopardalis,0,0
Aromobates mayorgai,0,0
Aromobates meridensis,1,4
Aromobates molinarii,1,2
Aromobates nocturnus,1,6
Aromobates ornatissimus,1,2
Aromobates orostoma,0,0
Aromobates saltuensis,1,12
Aromobates serranus,0,0
Aromobates tokuko,0,0
Aromobates walterarpi,0,0
Aromobates zippeli,0,0
Colostethus agilis,0,0
Colostethus alacris,0,0
Colostethus argyrogaster,1,2
Colostethus brachistriatus,0,0
Colostethus dunni,0,0
Colostethus dysprosium,0,0
Colostethus fraterdanieli,1,6
Colostethus fugax,1,9
Colostethus furviventris,0,0
Colostethus imbricolus,1,5
Colostethus inguinalis,1,5
Colostethus jacobuspetersi,0,0
Colostethus latinasus,1,2
Colostethus lynchi,0,0
Colostethus mertensi,0,0
Colostethus panamansis,1,12
Colostethus poecilonotus,0,0
Colostethus pratti,1,13
Colostethus ramirezi,0,0
Colostethus ruthveni,0,0
Colostethus thorntoni,0,0
Colostethus ucumari,0,0
Colostethus yaguara,0,0
Dendrobates auratus,1,15
Dendrobates leucomelas,1,13
Dendrobates nubeculosus,0,0
Dendrobates tinctorius,1,13
Dendrobates truncatus,1,13
Epipedobates anthonyi,1,12
Epipedobates boulengeri,1,13
Epipedobates darwinwallacei,0,0
Epipedobates espinosai,1,3
Epipedobates machalilla,1,13
Epipedobates narinensis,0,0
Epipedobates tricolor,1,12
Excidobates captivus,1,7
Excidobates condor,1,2
Excidobates mysteriosus,1,4
Hyloxalus abditaurantius,0,0
Hyloxalus aeruginosus,0,0
Hyloxalus anthracinus,1,2
Hyloxalus awa,1,9
Hyloxalus azureiventris,1,9
Hyloxalus betancuri,0,0
Hyloxalus bocagei,1,13
Hyloxalus borjai,0,0
Hyloxalus breviquartus,0,0
Hyloxalus cevallosi,0,0
Hyloxalus chlorocraspedus,1,8
Hyloxalus chocoensis,0,0
Hyloxalus craspedoceps,1,2
Hyloxalus delatorreae,1,7
Hyloxalus edwardsi,0,0
Hyloxalus elachyhistus,1,13
Hyloxalus eleutherodactylus,0,0
Hyloxalus exasperatus,0,0
Hyloxalus excisus,0,0
Hyloxalus faciopunctulatus,0,0
Hyloxalus fallax,0,0
Hyloxalus fascianigrus,0,0
Hyloxalus fuliginosus,0,0
Hyloxalus idiomelus,1,7
Hyloxalus infraguttatus,1,2
Hyloxalus insulatus,1,5
Hyloxalus italoi,1,2
Hyloxalus lehmanni,0,0
Hyloxalus leucophaeus,1,3
Hyloxalus littoralis,0,0
Hyloxalus maculosus,1,9
Hyloxalus maquipucuna,0,0
Hyloxalus marmoreoventris,0,0
Hyloxalus mittermeieri,0,0
Hyloxalus mystax,0,0
Hyloxalus nexipus,1,13
Hyloxalus parcus,0,0
Hyloxalus patitae,0,0
Hyloxalus peculiaris,0,0
Hyloxalus pinguis,0,0
Hyloxalus pulchellus,1,2
Hyloxalus pulcherrimus,1,7
Hyloxalus pumilus,0,0
Hyloxalus ramosi,0,0
Hyloxalus ranoides,1,2
Hyloxalus ruizi,0,0
Hyloxalus saltuarius,0,0
Hyloxalus sauli,1,9
Hyloxalus shuar,0,0
Hyloxalus sordidatus,1,3
Hyloxalus spilotogaster,0,0
Hyloxalus subpunctatus,1,12
Hyloxalus sylvaticus,1,8
Hyloxalus toachi,1,9
Hyloxalus utcubambensis,0,0
Hyloxalus vergeli,0,0
Hyloxalus vertebralis,1,9
Hyloxalus whymperi,0,0
Hyloxalus yasuni,1,2
Mannophryne caquetio,1,1
Mannophryne collaris,1,9
Mannophryne cordilleriana,1,1
Mannophryne herminae,1,3
Mannophryne lamarcai,1,1
Mannophryne larandina,1,1
Mannophryne leonardoi,1,1
Mannophryne neblina,0,0
Mannophryne oblitterata,1,1
Mannophryne olmonae,1,3
Mannophryne orellana,0,0
Mannophryne riveroi,1,4
Mannophryne speeri,0,0
Mannophryne trinitatis,1,12
Mannophryne trujillensis,0,0
Mannophryne urticans,0,0
Mannophryne venezuelensis,1,3
Mannophryne vulcano,0,0
Mannophryne yustizi,1,1
Minyobates steyermarki,1,4
Oophaga arborea,1,7
Oophaga granulifera,1,7
Oophaga histrionica,1,11
Oophaga lehmanni,1,7
Oophaga occultator,0,0
Oophaga pumilio,1,8
Oophaga speciosa,1,7
Oophaga sylvatica,1,10
Oophaga vicentei,1,6
Phyllobates aurotaenia,1,12
Phyllobates bicolor,1,5
Phyllobates lugubris,1,7
Phyllobates terribilis,1,13
Phyllobates vittatus,1,10
Ranitomeya amazonica,1,3
Ranitomeya benedicta,1,2
Ranitomeya cyanovittata,0,0
Ranitomeya defleri,1,3
Ranitomeya fantastica,1,4
Ranitomeya flavovittata,1,4
Ranitomeya imitator,1,4
Ranitomeya reticulata,1,6
Ranitomeya sirensis,1,3
Ranitomeya summersi,1,3
Ranitomeya toraro,1,3
Ranitomeya uakarii,1,3
Ranitomeya vanzolinii,1,7
Ranitomeya variabilis,1,4
Ranitomeya ventrimaculata,1,11
Ranitomeya yavaricola,0,0
Rheobates palmatus,1,10
Rheobates pseudopalmatus,0,0
Silverstoneia dalyi,0,0
Silverstoneia erasmios,0,0
Silverstoneia flotator,1,12
Silverstoneia gutturalis,0,0
Silverstoneia minima,0,0
Silverstoneia minutissima,0,0
Silverstoneia nubicola,1,13
Silverstoneia punctiventris,0,0
Allopaa barmoachensis,0,0
Allopaa hazarensis,0,0
Chrysopaa sternosignata,0,0
Euphlyctis aloysii,1,1
Euphlyctis cyanophlyctis,1,9
Euphlyctis ehrenbergii,1,1
Euphlyctis ghoshi,0,0
Euphlyctis hexadactylus,1,5
Euphlyctis mudigere,1,1
Fejervarya altilabris,0,0
Fejervarya andamanensis,0,0
Fejervarya asmati,0,0
Fejervarya assimilis,0,0
Fejervarya brama,0,0
Fejervarya brevipalmata,0,0
Fejervarya cancrivora,1,8
Fejervarya caperata,1,8
Fejervarya chilapata,0,0
Fejervarya frithi,0,0
Fejervarya granosa,1,8
Fejervarya greenii,1,3
Fejervarya iskandari,1,9
Fejervarya kawamurai,0,0
Fejervarya keralensis,1,2
Fejervarya kirtisinghei,1,8
Fejervarya kudremukhensis,1,8
Fejervarya limnocharis,1,15
Fejervarya modesta,0,0
Fejervarya modestus,0,0
Fejervarya moodiei,1,1
Fejervarya mudduraja,1,8
Fejervarya multistriata,1,6
Fejervarya murthii,0,0
Fejervarya mysorensis,0,0
Fejervarya nepalensis,0,0
Fejervarya nicobariensis,0,0
Fejervarya nilagirica,0,0
Fejervarya orissaensis,1,8
Fejervarya parambikulamana,0,0
Fejervarya pierrei,1,8
Fejervarya raja,0,0
Fejervarya rufescens,1,8
Fejervarya sahyadris,1,1
Fejervarya sakishimensis,1,8
Fejervarya sauriceps,0,0
Fejervarya sengupti,0,0
Fejervarya syhadrensis,1,9
Fejervarya teraiensis,0,0
Fejervarya triora,1,8
Fejervarya verruculosa,0,0
Fejervarya vittigera,1,2
Hoplobatrachus crassus,1,6
Hoplobatrachus litoralis,0,0
Hoplobatrachus occipitalis,1,7
Hoplobatrachus rugulosus,1,10
Hoplobatrachus tigerinus,1,13
Limnonectes acanthi,1,3
Limnonectes arathooni,1,3
Limnonectes asperatus,1,2
Limnonectes bannaensis,1,6
Limnonectes blythii,1,5
Limnonectes dabanus,1,4
Limnonectes dammermani,0,0
Limnonectes diuatus,0,0
Limnonectes doriae,1,3
Limnonectes ferneri,0,0
Limnonectes finchi,1,4
Limnonectes fragilis,1,8
Limnonectes fujianensis,1,8
Limnonectes grunniens,1,7
Limnonectes gyldenstolpei,1,4
Limnonectes hascheanus,1,4
Limnonectes heinrichi,1,3
Limnonectes ibanorum,1,2
Limnonectes ingeri,1,2
Limnonectes isanensis,0,0
Limnonectes jarujini,1,3
Limnonectes kadarsani,1,2
Limnonectes kenepaiensis,0,0
Limnonectes khammonensis,0,0
Limnonectes khasianus,0,0
Limnonectes kohchangae,1,3
Limnonectes kuhlii,1,9
Limnonectes laticeps,1,9
Limnonectes leporinus,1,3
Limnonectes leytensis,1,3
Limnonectes limborgi,1,6
Limnonectes macrocephalus,1,3
Limnonectes macrodon,1,2
Limnonectes macrognathus,0,0
Limnonectes magnus,1,8
Limnonectes malesianus,1,2
Limnonectes mawlyndipi,0,0
Limnonectes megastomias,1,3
Limnonectes micrixalus,0,0
Limnonectes microdiscus,1,2
Limnonectes microtympanum,1,3
Limnonectes modestus,1,5
Limnonectes namiyei,1,3
Limnonectes nitidus,0,0
Limnonectes palavanensis,1,3
Limnonectes paramacrodon,1,2
Limnonectes parvus,1,3
Limnonectes plicatellus,1,1
Limnonectes poilani,1,6
Limnonectes rhacoda,0,0
Limnonectes shompenorum,1,5
Limnonectes sisikdagu,1,2
Limnonectes taylori,1,3
Limnonectes timorensis,0,0
Limnonectes tweediei,0,0
Limnonectes visayanus,1,3
Limnonectes woodworthi,1,3
Nannophrys ceylonensis,1,10
Nannophrys guentheri,0,0
Nannophrys marmorata,1,2
Nannophrys naeyakai,0,0
Nanorana aenea,1,5
Nanorana annandalii,0,0
Nanorana arnoldi,1,4
Nanorana blanfordii,0,0
Nanorana chayuensis,1,5
Nanorana conaensis,1,5
Nanorana ercepeae,0,0
Nanorana feae,0,0
Nanorana gammii,0,0
Nanorana kangxianensis,1,2
Nanorana liebigii,1,5
Nanorana maculosa,1,5
Nanorana medogensis,1,5
Nanorana minica,0,0
Nanorana mokokchungensis,0,0
Nanorana parkeri,1,5
Nanorana pleskei,1,8
Nanorana polunini,0,0
Nanorana quadranus,1,7
Nanorana rarica,0,0
Nanorana rostandi,0,0
Nanorana taihangnica,1,6
Nanorana unculuanus,1,7
Nanorana ventripunctata,1,5
Nanorana vicina,0,0
Nanorana yunnanensis,1,7
Ombrana sikimensis,0,0
Quasipaa acanthophora,0,0
Quasipaa boulengeri,1,8
Quasipaa courtoisi,0,0
Quasipaa delacouri,1,4
Quasipaa exilispinosa,1,7
Quasipaa fasciculispina,1,3
Quasipaa jiulongensis,1,6
Quasipaa shini,1,6
Quasipaa spinosa,1,7
Quasipaa verrucospinosa,1,5
Quasipaa yei,1,5
Sphaerotheca breviceps,1,6
Sphaerotheca dobsonii,1,9
Sphaerotheca leucorhynchus,0,0
