Name,Genes,Length
Epicrates maurus,7,4635
Eunectes beniensis,0,0
Eunectes deschauenseei,0,0
Eunectes murinus,8,5652
Eunectes notaeus,12,11738
Bolyeria multocarinata,0,0
Casarea dussumieri,11,6875
Calabaria reinhardtii,13,8037
Candoia aspera,3,1883
Candoia bibroni,1,270
Candoia carinata,10,6184
Candoia paulsoni,0,0
Candoia superciliosa,6,3634
Charina bottae,12,7621
Charina umbratica,6,4069
Lichanura orcutti,0,0
Lichanura trivirgata,15,13199
Exiliboa placata,10,7139
Ungaliophis continentalis,11,7490
Ungaliophis panamensis,0,0
Blythia reticulata,0,0
Calamaria abramovi,0,0
Calamaria abstrusa,0,0
Calamaria acutirostris,0,0
Calamaria albiventer,0,0
Calamaria alidae,0,0
Calamaria apraeocularis,0,0
Calamaria banggaiensis,0,0
Calamaria battersbyi,0,0
Calamaria bicolor,0,0
Calamaria bitorques,0,0
Calamaria boesemani,0,0
Calamaria borneensis,0,0
Calamaria brongersmai,0,0
Calamaria buchi,0,0
Calamaria butonensis,0,0
Calamaria ceramensis,0,0
Calamaria concolor,0,0
Calamaria crassa,0,0
Calamaria curta,0,0
Calamaria doederleini,0,0
Calamaria eiselti,0,0
Calamaria everetti,0,0
Calamaria forcarti,0,0
Calamaria gervaisii,0,0
Calamaria gialaiensis,0,0
Calamaria grabowskyi,0,0
Calamaria gracillima,0,0
Calamaria griswoldi,0,0
Calamaria hilleniusi,0,0
Calamaria ingeri,0,0
Calamaria javanica,0,0
Calamaria joloensis,0,0
Calamaria lateralis,0,0
Calamaria lautensis,0,0
Calamaria leucogaster,0,0
Calamaria linnaei,0,0
Calamaria longirostris,0,0
Calamaria lovii,0,0
Calamaria lumbricoidea,0,0
Calamaria lumholtzi,0,0
Calamaria margaritophora,0,0
Calamaria mecheli,0,0
Calamaria melanota,0,0
Calamaria modesta,0,0
Calamaria muelleri,0,0
Calamaria nuchalis,0,0
Calamaria palawanensis,0,0
Calamaria pavimentata,8,5019
Calamaria pfefferi,0,0
Calamaria prakkei,0,0
Calamaria rebentischi,0,0
Calamaria sangi,0,0
Calamaria schlegeli,0,0
Calamaria schmidti,0,0
Calamaria septentrionalis,6,3795
Calamaria suluensis,0,0
Calamaria sumatrana,0,0
Calamaria thanhi,0,0
Calamaria ulmeri,0,0
Calamaria virgulata,0,0
Calamaria yunnanensis,3,1447
Calamorhabdium acuticeps,0,0
Calamorhabdium kuekenthali,0,0
Collorhabdium williamsoni,0,0
Elapoidis fusca,0,0
Etheridgeum pulchrum,0,0
Macrocalamus chanardi,0,0
Macrocalamus gentingensis,0,0
Macrocalamus jasoni,0,0
Macrocalamus lateralis,0,0
Macrocalamus schulzi,0,0
Macrocalamus tweediei,0,0
Macrocalamus vogeli,0,0
Pseudorabdion albonuchalis,0,0
Pseudorabdion ater,0,0
Pseudorabdion collaris,0,0
Pseudorabdion eiselti,0,0
Pseudorabdion longiceps,0,0
Pseudorabdion mcnamarae,0,0
Pseudorabdion modiglianii,0,0
Pseudorabdion montanum,0,0
Pseudorabdion oxycephalum,2,1587
Pseudorabdion sarasinorum,0,0
Pseudorabdion saravacense,0,0
Pseudorabdion sirambense,0,0
Pseudorabdion talonuran,0,0
Pseudorabdion taylori,0,0
Rabdion forsteni,0,0
Rhabdops bicolor,0,0
Rhabdops olivaceus,0,0
Oreocalamus hanitschi,1,693
Ahaetulla dispar,0,0
Ahaetulla fasciolata,0,0
Ahaetulla fronticincta,2,1587
Ahaetulla mycterizans,0,0
Ahaetulla nasuta,4,2760
Ahaetulla perroteti,0,0
Ahaetulla prasina,2,1590
Ahaetulla pulverulenta,6,3990
Chrysopelea ornata,6,3769
Chrysopelea paradisi,2,1131
Chrysopelea pelias,0,0
Chrysopelea rhodopleuron,0,0
Chrysopelea taprobanica,6,4022
Dendrelaphis andamanensis,0,0
Dendrelaphis ashoki,0,0
Dendrelaphis bifrenalis,6,4022
Dendrelaphis biloreatus,0,0
Dendrelaphis calligastra,0,0
Dendrelaphis caudolineatus,4,2328
Dendrelaphis caudolineolatus,3,2166
Dendrelaphis chairecacos,0,0
Dendrelaphis cyanochloris,0,0
Dendrelaphis flavescens,0,0
Dendrelaphis formosus,0,0
Dendrelaphis fuliginosus,0,0
Dendrelaphis gastrostictus,0,0
Dendrelaphis girii,0,0
Dendrelaphis grandoculis,0,0
Dendrelaphis grismeri,0,0
Dendrelaphis haasi,0,0
Dendrelaphis hollinrakei,0,0
Dendrelaphis humayuni,0,0
Dendrelaphis inornatus,0,0
Dendrelaphis kopsteini,0,0
Dendrelaphis levitoni,0,0
Dendrelaphis lorentzi,0,0
Dendrelaphis luzonensis,0,0
Dendrelaphis marenae,0,0
Dendrelaphis modestus,0,0
Dendrelaphis ngansonensis,0,0
Dendrelaphis nigroserratus,0,0
Dendrelaphis oliveri,0,0
Dendrelaphis papuensis,0,0
Dendrelaphis philippinensis,0,0
Dendrelaphis pictus,2,1716
Dendrelaphis punctulatus,0,0
Dendrelaphis salomonis,0,0
Dendrelaphis schokari,5,3589
Dendrelaphis striatus,0,0
Dendrelaphis subocularis,0,0
Dendrelaphis terrificus,0,0
Dendrelaphis tristis,6,3849
Dendrelaphis underwoodi,0,0
Dendrelaphis walli,0,0
Oligodon affinis,0,0
Oligodon albocinctus,0,0
Oligodon ancorus,0,0
Oligodon annamensis,0,0
Oligodon annulifer,0,0
Oligodon arnensis,6,4064
Oligodon barroni,2,1749
Oligodon bitorquatus,0,0
Oligodon booliati,0,0
Oligodon brevicauda,0,0
Oligodon calamarius,6,4070
Oligodon catenatus,0,0
Oligodon cattienensis,0,0
Oligodon chinensis,5,3988
Oligodon cinereus,4,3340
Oligodon cruentatus,2,1745
Oligodon cyclurus,2,1760
Oligodon deuvei,0,0
Oligodon dorsalis,0,0
Oligodon eberhardti,0,0
Oligodon erythrogaster,0,0
Oligodon erythrorhachis,0,0
Oligodon everetti,0,0
Oligodon fasciolatus,0,0
Oligodon forbesi,0,0
Oligodon formosanus,5,3996
Oligodon hamptoni,0,0
Oligodon inornatus,0,0
Oligodon jintakunei,0,0
Oligodon joynsoni,0,0
Oligodon juglandifer,0,0
Oligodon kampucheaensis,0,0
Oligodon kheriensis,0,0
Oligodon lacroixi,0,0
Oligodon lungshenensis,0,0
Oligodon macrurus,0,0
Oligodon maculatus,4,2903
Oligodon mcdougalli,0,0
Oligodon melaneus,0,0
Oligodon melanozonatus,0,0
Oligodon meyerinkii,0,0
Oligodon modestus,2,398
Oligodon moricei,0,0
Oligodon mouhoti,0,0
Oligodon nagao,0,0
Oligodon nikhili,0,0
Oligodon notospilus,0,0
Oligodon ocellatus,2,1759
Oligodon octolineatus,3,2436
Oligodon ornatus,0,0
Oligodon perkinsi,0,0
Oligodon petronellae,0,0
Oligodon planiceps,2,1744
Oligodon praefrontalis,0,0
Oligodon propinquus,0,0
Oligodon pseudotaeniatus,0,0
Oligodon pulcherrimus,0,0
Oligodon purpurascens,0,0
Oligodon saintgironsi,0,0
Oligodon signatus,0,0
Oligodon splendidus,2,1753
Oligodon sublineatus,6,4007
Oligodon taeniatus,2,1754
Oligodon taeniolatus,6,3652
Oligodon theobaldi,2,1744
Oligodon torquatus,2,1741
Oligodon travancoricus,0,0
Oligodon trilineatus,0,0
Oligodon unicolor,0,0
Oligodon venustus,2,396
Oligodon vertebralis,0,0
Oligodon waandersi,0,0
Oligodon wagneri,0,0
Oligodon woodmasoni,0,0
Aeluroglena cucullata,0,0
Aprosdoketophis andreonei,0,0
Bamanophis dorri,6,4764
Coluber bholanathi,0,0
Coluber zebrinus,6,4758
Dispholidus typus,4,2788
Dolichophis caspius,8,5851
Dolichophis jugularis,8,5865
Dolichophis schmidti,8,5862
Eirenis africana,0,0
Eirenis aurolineatus,6,4762
Eirenis barani,3,2097
Eirenis collaris,3,2098
Eirenis coronella,0,0
Eirenis coronelloides,3,2098
Eirenis decemlineatus,3,2098
Eirenis eiselti,6,4762
Eirenis hakkariensis,3,2099
Eirenis kermanensis,0,0
Eirenis levantinus,6,4762
Eirenis lineomaculatus,3,2099
Eirenis medus,4,2687
Eirenis modestus,8,5863
Eirenis persicus,3,2099
Eirenis punctatolineatus,7,5351
Eirenis rechingeri,0,0
Eirenis rothii,3,2098
Eirenis thospitis,0,0
Hapsidophrys lineatus,2,1531
Hapsidophrys principis,2,1147
Hapsidophrys smaragdina,10,5853
Hemerophis socotrae,8,5867
Hemorrhois algirus,8,5768
Hemorrhois hippocrepis,8,5771
Hemorrhois nummifer,8,5868
Hemorrhois ravergieri,7,5354
Hierophis cypriensis,3,2020
Hierophis gemonensis,8,5867
Hierophis viridiflavus,8,5832
Hierophis andreanus,1,591
Lytorhynchus diadema,4,2711
Lytorhynchus gasperetti,0,0
Lytorhynchus kennedyi,0,0
Lytorhynchus maynardi,0,0
Lytorhynchus paradoxus,0,0
Lytorhynchus ridgewayi,0,0
Macroprotodon abubakeri,3,1090
Macroprotodon brevis,6,4483
Macroprotodon cucullatus,7,5146
Macroprotodon mauritanicus,3,1092
Meizodon coronatus,0,0
Meizodon krameri,0,0
Meizodon plumbiceps,0,0
Meizodon regularis,0,0
Meizodon semiornatus,0,0
Orientocoluber spinalis,8,6022
Philothamnus angolensis,2,1533
Philothamnus battersbyi,0,0
Philothamnus bequaerti,0,0
Philothamnus carinatus,2,1533
Philothamnus dorsalis,0,0
Philothamnus girardi,2,1133
Philothamnus heterodermus,3,2097
Philothamnus heterolepidotus,0,0
Philothamnus hoplogaster,2,1498
Philothamnus hughesi,0,0
Philothamnus irregularis,0,0
Philothamnus macrops,0,0
Philothamnus natalensis,2,1535
Philothamnus nitidus,2,1533
Philothamnus ornatus,0,0
Philothamnus punctatus,0,0
Philothamnus ruandae,0,0
Philothamnus semivariegatus,2,1530
Philothamnus thomensis,2,1147
Platyceps afarensis,0,0
Platyceps brevis,0,0
Platyceps collaris,7,5357
Platyceps elegantissimus,2,1103
Platyceps florulentus,7,5350
Platyceps gracilis,0,0
Platyceps insulanus,0,0
Platyceps karelini,6,4844
Platyceps ladacensis,0,0
Platyceps largeni,0,0
Platyceps messanai,0,0
Platyceps najadum,7,5483
Platyceps rhodorachis,7,5355
Platyceps scortecci,0,0
Platyceps sinai,0,0
Platyceps somalicus,0,0
Platyceps taylori,0,0
Platyceps tessellata,0,0
Platyceps thomasi,0,0
Platyceps variabilis,1,597
Platyceps ventromaculatus,2,1102
Rhamnophis aethiopissa,0,0
Rhamnophis batesii,0,0
Rhynchocalamus arabicus,0,0
Rhynchocalamus barani,0,0
Rhynchocalamus melanocephalus,0,0
Scaphiophis albopunctatus,3,2304
Scaphiophis raffreyi,0,0
Spalerosophis arenarius,0,0
Spalerosophis atriceps,0,0
Spalerosophis diadema,8,5888
Spalerosophis dolichospilus,0,0
Spalerosophis josephscorteccii,0,0
Spalerosophis microlepis,1,591
Thelotornis capensis,2,1587
Thelotornis kirtlandii,0,0
Thelotornis mossambicanus,0,0
Thelotornis usambaricus,0,0
Thrasops flavigularis,0,0
Thrasops jacksonii,2,1587
Thrasops occidentalis,0,0
Thrasops schmidti,0,0
Xyelodontophis uluguruensis,0,0
Argyrogena fasciolata,0,0
Argyrogena vittacaudata,0,0
Boiga andamanensis,0,0
Boiga angulata,0,0
Boiga barnesii,6,4052
Boiga beddomei,6,4067
Boiga bengkuluensis,0,0
Boiga bourreti,0,0
Boiga ceylonensis,6,4100
Boiga cyanea,0,0
Boiga cynodon,4,2451
Boiga dendrophila,3,2280
Boiga dightoni,0,0
Boiga drapiezii,0,0
Boiga flaviviridis,0,0
Boiga forsteni,6,4084
Boiga gokool,0,0
Boiga guangxiensis,0,0
Boiga hoeseli,0,0
Boiga irregularis,4,2726
Boiga jaspidea,0,0
Boiga kraepelini,2,1587
Boiga multifasciata,0,0
Boiga multomaculata,2,1587
Boiga nigriceps,0,0
Boiga nuchalis,0,0
Boiga ochracea,0,0
Boiga philippina,0,0
Boiga quincunciata,0,0
Boiga saengsomi,0,0
Boiga schultzei,0,0
Boiga siamensis,0,0
Boiga tanahjampeana,0,0
Boiga trigonata,6,3963
Boiga wallachi,0,0
Colubroelaps nguyenvansangi,0,0
Crotaphopeltis barotseensis,0,0
Crotaphopeltis braestrupi,0,0
Crotaphopeltis degeni,0,0
Crotaphopeltis hippocrepis,0,0
Crotaphopeltis hotamboeia,2,876
Crotaphopeltis tornieri,3,1881
Dasypeltis abyssina,0,0
Dasypeltis atra,2,1587
Dasypeltis confusa,1,503
Dasypeltis fasciata,1,502
Dasypeltis gansi,1,501
Dasypeltis inornata,0,0
Dasypeltis latericia,1,503
Dasypeltis medici,0,0
Dasypeltis palmarum,0,0
Dasypeltis parascabra,0,0
Dasypeltis sahelensis,1,505
Dasypeltis scabra,2,1227
Dipsadoboa aulica,0,0
Dipsadoboa brevirostris,0,0
Dipsadoboa duchesnii,0,0
Dipsadoboa flavida,0,0
Dipsadoboa shrevei,2,876
Dipsadoboa underwoodi,0,0
Dipsadoboa unicolor,3,1881
Dipsadoboa viridis,0,0
Dipsadoboa weileri,0,0
Dipsadoboa werneri,0,0
Dryocalamus davisonii,0,0
Dryocalamus gracilis,0,0
Dryocalamus nympha,6,3917
Dryocalamus philippinus,0,0
Dryocalamus subannulatus,0,0
Dryocalamus tristrigatus,0,0
Dryophiops philippina,0,0
Dryophiops rubescens,0,0
Elachistodon westermanni,0,0
Gongylosoma baliodeirus,0,0
Gongylosoma longicauda,0,0
Gongylosoma mukutense,0,0
Gongylosoma nicobariensis,0,0
Gongylosoma scripta,0,0
Lepturophis albofuscus,0,0
Liopeltis calamaria,0,0
Liopeltis frenatus,0,0
Liopeltis philippinus,0,0
Liopeltis rappi,0,0
Liopeltis stoliczkae,0,0
Liopeltis tricolor,0,0
Lycodon alcalai,2,1590
Lycodon aulicus,2,1590
Lycodon bibonius,2,1590
Lycodon butleri,2,1590
Lycodon capucinus,3,2283
Lycodon cardamomensis,0,0
Lycodon carinatus,4,2550
Lycodon cavernicolus,1,1062
Lycodon chrysoprateros,2,1590
Lycodon davidi,0,0
Lycodon dumerilii,2,1569
Lycodon effraenis,2,1590
Lycodon fasciatus,3,2171
Lycodon fausti,0,0
Lycodon ferroni,0,0
Lycodon flavicollis,0,0
Lycodon flavomaculatus,0,0
Lycodon flavozonatus,4,2889
Lycodon futsingensis,2,1149
Lycodon gammiei,0,0
Lycodon gongshan,0,0
Lycodon hypsirhinoides,0,0
Lycodon jara,2,1512
Lycodon kundui,0,0
Lycodon laoensis,4,2380
Lycodon liuchengchaoi,3,2232
Lycodon mackinnoni,0,0
Lycodon meridionale,0,0
Lycodon muelleri,2,1590
Lycodon multifasciatus,0,0
Lycodon multizonatus,3,2232
Lycodon odishii,0,0
Lycodon ophiophagus,0,0
Lycodon orientalis,0,0
Lycodon osmanhilli,4,2496
Lycodon paucifasciatus,1,492
Lycodon rosozonatus,0,0
Lycodon rufozonatus,9,6810
Lycodon ruhstrati,5,3380
Lycodon semicarinatus,7,8044
Lycodon septentrionalis,0,0
Lycodon solivagus,0,0
Lycodon stormi,2,1566
Lycodon striatus,0,0
Lycodon subcinctus,2,1590
Lycodon synaptor,1,657
Lycodon tessellatus,0,0
Lycodon tiwarii,0,0
Lycodon travancoricus,0,0
Lycodon zawi,2,1590
Lycodon zoosvictoriae,0,0
Myersophis alpestris,0,0
Stegonotus batjanensis,1,651
Stegonotus borneensis,0,0
Stegonotus cucullatus,0,0
Stegonotus diehli,0,0
Stegonotus florensis,0,0
Stegonotus guentheri,0,0
Stegonotus heterurus,0,0
Stegonotus modestus,0,0
Stegonotus muelleri,0,0
Stegonotus parvus,0,0
Telescopus beetzi,0,0
Telescopus dhara,2,943
Telescopus fallax,3,2096
Telescopus finkeldeyi,0,0
Telescopus gezirae,0,0
Telescopus hoogstraali,0,0
Telescopus nigriceps,0,0
Telescopus obtusus,0,0
Telescopus pulcher,0,0
Telescopus rhinopoma,0,0
Telescopus semiannulatus,6,4100
Telescopus tessellatus,0,0
Telescopus tripolitanus,1,1023
Telescopus variegatus,0,0
Tetralepis fruhstorferi,0,0
Toxicodryas blandingii,0,0
Toxicodryas pulverulenta,2,1587
Xenelaphis ellipsifer,0,0
Xenelaphis hexagonotus,0,0
Archelaphe bella,5,4248
Arizona elegans,9,6387
Bogertophis rosaliae,7,5346
Bogertophis subocularis,7,5351
Cemophora coccinea,9,6382
Coelognathus enganensis,0,0
Coelognathus erythrurus,7,5346
Coelognathus flavolineatus,7,5349
Coelognathus helena,7,5354
Coelognathus philippinus,0,0
Coelognathus radiatus,7,5495
Coelognathus subradiatus,7,5347
Coronella austriaca,8,6008
Coronella brachyura,0,0
Coronella girondica,8,5868
Elaphe anomala,7,8064
Elaphe bimaculata,8,6858
Elaphe carinata,8,6166
Elaphe climacophora,7,5348
Elaphe davidi,7,6759
Elaphe dione,7,5719
Elaphe quadrivirgata,7,5350
Elaphe quatuorlineata,8,5887
Elaphe sauromates,2,1104
Elaphe schrenckii,7,5230
Elaphe zoigeensis,4,2592
Euprepiophis conspicillata,7,5351
Euprepiophis mandarinus,7,5706
Euprepiophis perlacea,7,8077
Gonyosoma boulengeri,3,2657
Gonyosoma frenatus,8,6421
Gonyosoma jansenii,7,5353
Gonyosoma margaritatus,3,2600
Gonyosoma oxycephalum,8,5773
Gonyosoma prasinus,7,5349
Lampropeltis abnorma,3,1911
Lampropeltis alterna,8,5418
Lampropeltis annulata,3,2055
Lampropeltis californiae,3,2010
Lampropeltis calligaster,8,5790
Lampropeltis elapsoides,7,5028
Lampropeltis extenuata,9,6355
Lampropeltis gentilis,3,2055
Lampropeltis getula,11,7354
Lampropeltis holbrooki,4,2658
Lampropeltis knoblochi,3,2196
Lampropeltis mexicana,9,6220
Lampropeltis micropholis,3,1896
Lampropeltis nigra,4,2679
Lampropeltis polyzona,3,2055
Lampropeltis pyromelana,9,6266
Lampropeltis ruthveni,9,6181
Lampropeltis splendida,3,2010
Lampropeltis triangulum,3,2055
Lampropeltis webbi,4,2745
Lampropeltis zonata,5,3234
Oocatochus rufodorsatus,8,7770
Oreocryptophis porphyraceus,8,7616
Orthriophis cantoris,7,5341
Orthriophis hodgsoni,7,5072
Orthriophis moellendorffi,7,5500
Orthriophis taeniurus,8,6183
Pantherophis alleghaniensis,2,1587
Pantherophis bairdi,7,5355
Pantherophis emoryi,4,3186
Pantherophis guttatus,9,7388
Pantherophis obsoletus,8,5691
Pantherophis ramspotti,1,1023
Pantherophis slowinskii,8,8611
Pantherophis spiloides,6,4656
Pantherophis vulpinus,7,5338
Pituophis catenifer,5,4218
Pituophis deppei,7,5175
Pituophis lineaticollis,7,5386
Pituophis melanoleucus,7,5350
Pituophis ruthveni,6,4203
Pituophis vertebralis,7,4626
Pseudelaphe flavirufa,7,5354
Rhinechis scalaris,7,5349
Rhinocheilus lecontei,7,5339
Senticolis triaspis,7,5353
Zamenis hohenackeri,7,5353
Zamenis lineatus,7,5373
Zamenis longissimus,3,2187
Zamenis persicus,7,5375
Zamenis situla,7,5335
Chilomeniscus savagei,0,0
Chilomeniscus stramineus,3,2262
Chionactis annulata,0,0
Chionactis occipitalis,3,2526
Chionactis palarostris,1,933
Chironius bicarinatus,3,1490
Chironius carinatus,4,2521
Chironius challenger,0,0
Chironius diamantina,0,0
Chironius exoletus,3,1535
Chironius flavolineatus,3,1527
Chironius flavopictus,0,0
Chironius foveatus,3,1530
Chironius fuscus,3,1508
Chironius grandisquamis,3,1403
Chironius laevicollis,3,1508
Chironius laurenti,2,991
Chironius leucometapus,0,0
Chironius maculoventris,0,0
Chironius monticola,3,1519
Chironius multiventris,1,430
Chironius quadricarinatus,3,1501
Chironius scurrulus,3,1519
Chironius septentrionalis,0,0
Chironius spixii,0,0
Chironius vincenti,0,0
Coluber anthonyi,0,0
Coluber aurigulus,0,0
Coluber barbouri,0,0
Coluber bilineatus,2,1230
Coluber constrictor,12,8636
Coluber flagellum,7,5162
Coluber fuliginosus,0,0
Coluber lateralis,2,1551
Coluber mentovarius,0,0
Coluber schotti,2,1587
Coluber slevini,0,0
Coluber taeniatus,4,2646
Conopsis acuta,0,0
Conopsis amphisticha,0,0
Conopsis biserialis,2,1569
Conopsis lineata,0,0
